parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
log_lik[2],-0.5359241159006174,3.238083080684984e-4,0.020429666232851116,-0.5763512034098038,-0.5495064534039729,-0.5355430037170297,-0.5223492429701757,-0.49747976260470456,3980.581938360524,0.9995567974755627
log_lik[3],-1.6804775332419208,0.0026792016929953408,0.15616055750301136,-1.9951982490652742,-1.7873534807678257,-1.67982962026761,-1.570929051610369,-1.3837877204295483,3397.284233803989,0.9994708972861281
log_lik[4],-0.5343562394843663,3.045706706099991e-4,0.019630146395988993,-0.5740388869225285,-0.5471530413005592,-0.5340274218818726,-0.5213141966249066,-0.4958164162021867,4154.042330986326,0.9994592955628459
log_lik[5],-0.5401304468043919,3.3633051677371575e-4,0.021070406703937592,-0.5835893120523218,-0.553845243192097,-0.5390787886280344,-0.5259023923335913,-0.5012234466976657,3924.761655141886,0.999824380141897
log_lik[6],-1.2733800648104345,0.0017661446353354029,0.10050601321486143,-1.474480169659015,-1.338461786207639,-1.2721317876442666,-1.2074602250625879,-1.0794041709899245,3238.4079669581847,1.0002832678668026
log_lik[7],-0.5363381319369099,3.328261849552554e-4,0.021053310209244024,-0.578309818855446,-0.5503091472096537,-0.5354426658980224,-0.5219341244458492,-0.49723298529899007,4001.34322296341,0.9992815000140308
log_lik[8],-1.2416439588331383,0.001791803141848348,0.11112178749709105,-1.4722827050214473,-1.3166463286016081,-1.2363264962225904,-1.165979974438688,-1.029129553073099,3846.07589609891,0.9996440946395321
log_lik[9],-1.7750646731130038,0.0037519153846882277,0.17085618018756996,-2.113147135664915,-1.8892732362345344,-1.7712139708113657,-1.6597951845151393,-1.443321800077626,2073.744821848881,1.0002885691112322
log_lik[10],-1.2577130549774882,0.0019258246530109704,0.10862420108206104,-1.4780096920263286,-1.331655079046774,-1.2537598209378262,-1.1826149631964027,-1.060790571591927,3181.410475220411,1.000059383245829
log_lik[11],-1.5969767848819263,0.002009889748553638,0.11471419630476215,-1.8264121277602319,-1.6736012469463772,-1.5967469214437806,-1.518534656841726,-1.3806967930013714,3257.540796406053,0.9992245663364826
log_lik[12],-0.5432464770241814,5.129612010337421e-4,0.024899972487801472,-0.5981997349685633,-0.5578144951002406,-0.5410937488287013,-0.5265193280044194,-0.49949122767329285,2356.289779250763,0.9998876210123883
log_lik[13],-0.5321800974169671,2.926448449146444e-4,0.01913882898663129,-0.5700490642751204,-0.544510275171505,-0.5321071774664292,-0.5191982360272653,-0.49528391185943915,4277.0956960203985,0.9994667357595135
log_lik[14],-1.4441434396595336,0.0035066618431523772,0.1521403422675468,-1.752158406708073,-1.5453610956217347,-1.4422917077151944,-1.3365280871868066,-1.1619174344823215,1882.3527050476441,1.0001334226154726
log_lik[15],-1.7984048997003428,0.0021529320502288816,0.11152969295882716,-2.0194804172860032,-1.87514711080699,-1.7970533014658066,-1.7211434600642725,-1.5881199845168628,2683.615966335662,0.9997776155101056
log_lik[16],-0.5337721597128212,3.037416690366969e-4,0.019685526194192053,-0.5738888328550548,-0.5469881521790871,-0.5332517961634908,-0.5205717556201588,-0.49548216017413005,4200.348315102729,0.9995426832125031
log_lik[17],-0.5835462040511553,4.910091599082311e-4,0.03196009985807032,-0.6541612451576507,-0.6031490583650432,-0.5821012417358765,-0.5613487669550334,-0.526970163741274,4236.79125488279,1.0001823274560484
log_lik[18],-1.5463355695227077,0.002262036941948946,0.1363483514641603,-1.8183642600902075,-1.6374856367092572,-1.5465015323227007,-1.451681767908382,-1.2825217404491642,3633.2927846082916,0.9996838538719538
log_lik[19],-1.4648239572296355,0.00224619230033478,0.1359258945058647,-1.7396772839331138,-1.5560524312894057,-1.462618997107179,-1.3686275549641305,-1.2136218431353116,3661.934154851512,1.000446356276027
log_lik[20],-0.5338660831292374,3.066582300460538e-4,0.019636436693892898,-0.5740027670804029,-0.5464906853675217,-0.5333505910783711,-0.5207828215080839,-0.4959114335409004,4100.30454094162,0.9994367171371967
log_lik[21],-1.766021587424061,0.002126738561114981,0.1263429676470395,-2.0173599225827865,-1.8520084017977902,-1.7603725634879697,-1.6803438469866943,-1.5171056970943355,3529.1810313554,0.9996392999000026
log_lik[22],-0.5373764498875779,4.2274798945103256e-4,0.022016254546238796,-0.584289443896609,-0.5508327906630308,-0.5362170217000481,-0.5227089569447834,-0.4972461659554863,2712.2128793382276,0.9996643806446672
log_lik[23],-1.6629917142001327,0.0023407131003701136,0.1384673569118173,-1.9441869084124745,-1.7550846017805117,-1.6599723115621707,-1.5687724232737137,-1.4032978557545468,3499.4390457033282,0.9999881863815323
log_lik[24],-0.6135502453719958,6.410863562660717e-4,0.036950330153030855,-0.6921564300371129,-0.6373247984605304,-0.6110540016274795,-0.5876168027208531,-0.5472406236362037,3322.0302128549624,1.0001628116232615
log_lik[25],-0.5380547662756713,3.235864596289013e-4,0.02057809970712097,-0.5805771286097434,-0.5510555181339905,-0.5375088817025846,-0.5240018711136766,-0.4993871833116225,4044.1741933723074,0.9994552245300596
log_lik[26],-1.4653612567818983,0.0019415871858139764,0.10300402774070917,-1.668646340872423,-1.5351286276852425,-1.463995075682705,-1.3934125632657517,-1.2699431349586134,2814.457015543105,0.9997505909350117
log_lik[27],-0.5780761407584489,4.723186525953794e-4,0.030646052682371323,-0.6465011173626793,-0.5968662630695452,-0.5767263818841487,-0.55686540243355,-0.523477813457116,4209.968960871486,1.0001836455113156
log_lik[28],-1.630016071399535,0.0018000052322757064,0.11704934150483395,-1.868213371262771,-1.706110385879477,-1.6279823350183547,-1.550151880480663,-1.4094808550543612,4228.539721299727,1.0003562786688696
log_lik[29],-1.6202410130923377,0.002118022865292991,0.12321948903993984,-1.8646221892310015,-1.7010071976177312,-1.6223249117093093,-1.5342261665591475,-1.3881566155427123,3384.5233805618204,0.9995597545605468
log_lik[30],-1.4218939948416505,0.002005455332417885,0.1160952915844711,-1.6597084900122994,-1.498475297839962,-1.4186353477930929,-1.3395673150382033,-1.2064428952517054,3351.222217180551,0.999312252314746
log_lik[31],-1.6816524582545063,0.0020393523685579267,0.11597661784457194,-1.9088366894060198,-1.7595405668143034,-1.681441473140287,-1.6028387928472898,-1.4611870003702687,3234.1215318288578,0.9992309370700538
log_lik[32],-1.5328812758223533,0.003754882572332569,0.15775522597834596,-1.8499216061886012,-1.6377570983881846,-1.529538048128108,-1.4196267737933477,-1.239665591949757,1765.122255336425,1.0004087863274256
log_lik[33],-1.1558142498617825,0.0015440102785208,0.10104038104661778,-1.3614722826314398,-1.2212565850852823,-1.151702698418972,-1.0891967673904923,-0.9632488435303616,4282.423134334849,1.0000804124629379
log_lik[34],-1.6400549868995307,0.003924891925193534,0.1914248275012025,-2.0468072101197,-1.7645735090262327,-1.6297974590111104,-1.508899165625793,-1.2867681482987803,2378.707947358817,0.999714108023109
log_lik[35],-1.5967830691961744,0.0020229235329689826,0.11435966011709002,-1.8271946277216755,-1.670084522774082,-1.5947935900352446,-1.5195751654145055,-1.3817453691488362,3195.852880772384,1.0003213374576545
log_lik[36],-0.5425843902543077,3.568783817444071e-4,0.022333808336311666,-0.5904413183792883,-0.5567154961975216,-0.5418230751400279,-0.5274607974359933,-0.5012614472684157,3916.382377588622,0.9996623544340598
log_lik[37],-0.5810368545334451,5.686476267428848e-4,0.036178359396625795,-0.6603916691492062,-0.6026261278466505,-0.5768006781246586,-0.555510875913084,-0.519942677738161,4047.7275765108952,1.0001798955336945
log_lik[38],-0.5354589685788651,3.2378552723514534e-4,0.020502421856604357,-0.5769336144321606,-0.5484851291260167,-0.5345916699378134,-0.5219152988557472,-0.49639561999526477,4009.548449044521,1.0000292077021296
log_lik[39],-0.5683309751361926,4.588679628315333e-4,0.029859298044398207,-0.6336189646317295,-0.5868880292128659,-0.5659213261191168,-0.5474125166484917,-0.5156784350029798,4234.320362851477,0.99972906741882706
log_lik[40],-1.387843866611694,0.0018888019753916386,0.1144302615449351,-1.618234663787941,-1.4622762313465896,-1.3856652523450803,-1.3100325195084936,-1.1748963327823376,3670.3622087185167,0.9997046559893317
log_lik[41],-1.519855111494977,0.0018008564412404764,0.11358016900070278,-1.746272112471554,-1.5954753969736841,-1.5178923551972758,-1.441255603234382,-1.306031823739238,3977.8356344359822,1.000481196607829
log_lik[42],-0.5559348930400362,4.1949508984726784e-4,0.02587945787034096,-0.611833439433494,-0.5726567253669433,-0.5543761859479893,-0.5380023613286951,-0.5091981999538238,3805.8930953742674,0.9995420379133164
log_lik[43],-2.05067236779308,0.0024415584375029843,0.13917016244034525,-2.32175438547322,-2.1463485497084203,-2.0496208772839615,-1.9563551989390113,-1.779284728394316,3249.062170140501,0.9992723243810723
log_lik[44],-0.5471744468800579,3.6216303725859056e-4,0.02240664577205577,-0.5931673790787234,-0.5618838329388567,-0.5459902200005006,-0.5321534658903779,-0.505763654386534,3827.7666078583065,0.9994881643319382
log_lik[45],-1.3786340724548507,0.001856754358494599,0.10275561217425305,-1.5805041094588919,-1.447722287291452,-1.3761046250807527,-1.3084429593729234,-1.1885711420165697,3062.684056980117,1.0001909873870238
log_lik[46],-0.5423592277264759,4.539449141618912e-4,0.024144658707282097,-0.5946727289221224,-0.5566415444916424,-0.5404055893990571,-0.5260107688111688,-0.5000412883889244,2829.018791368068,0.9994668778511605
log_lik[47],-0.5382386694052357,3.2063301388603703e-4,0.02101606643649581,-0.5815363544248472,-0.5517483560409904,-0.5372659444982433,-0.5244429608742309,-0.49780727745671216,4296.218794932545,0.9996650401623954
log_lik[48],-1.690533119981383,0.0023041267848047287,0.1373297116274478,-1.9641356713563178,-1.7832996874604738,-1.6899285559771546,-1.5963894045693834,-1.4281053608701575,3552.3542741567394,0.999892444597503
log_lik[49],-0.5766046131590761,5.587984468888396e-4,0.034991826741231094,-0.6527496628602351,-0.598299291962404,-0.5729171000675295,-0.55193557622141165,-0.5174729329592532,3921.2348150608823,0.9999502360254229
log_lik[50],-1.3523322014216912,0.0019840342834821245,0.12159959016972349,-1.600207676183119,-1.430730000452454,-1.3476699913462715,-1.2687290535797509,-1.1244078870935879,3756.348500500372,0.9999300447909573
log_lik[51],-1.4332725963986166,0.0019537901292646007,0.10802154260805438,-1.6493372937746347,-1.5052913001900452,-1.4317668981589118,-1.3597598971406317,-1.2251478249376215,3056.785239398567,1.0005298014595578
log_lik[52],-1.7667459297322292,0.0021305018639691917,0.11688458286095198,-2.0047727107510496,-1.844966654466032,-1.763354801182387,-1.6885015452704766,-1.5394356266417903,3009.8900100742817,1.000617889684488
log_lik[53],-0.531872323524909,2.9807775155085036e-4,0.019107633816219292,-0.5691657592542972,-0.5447155818799165,-0.5316897613919791,-0.519263533968349,-0.49443662256977433,4109.1755588616725,0.9995231293712424
log_lik[54],-0.5442040225432639,3.5198305513390563e-4,0.021937554844454737,-0.590140504561669,-0.5583545462292937,-0.5432398501134398,-0.5293530712783895,-0.5034756094806072,3884.4803244880845,0.9994963893626819
log_lik[55],-1.575861261068748,0.0019122711517787073,0.10512426055169137,-1.7870039532327355,-1.6442265694815286,-1.5743121249845233,-1.503783216025398,-1.376147423583731,3022.0869895391634,1.0003690143765906
log_lik[56],-1.7092571773129748,0.0020784340647956663,0.11564799899729242,-1.9421738585045287,-1.784971254253497,-1.7067254709151705,-1.6315576381228631,-1.487082956707883,3096.019890201304,1.0004527451341405
log_lik[57],-1.9252829369499538,0.0022198542882085727,0.11463870825212308,-2.1526020856587227,-2.003494243617551,-1.9251214253873359,-1.8474503272230627,-1.7049817757454817,2666.9423705606396,0.9998231948470495
log_lik[58],-0.6070268063067,7.195926808413683e-4,0.04469865910557379,-0.7084379582708635,-0.6340987089766887,-0.6024606301945366,-0.5754563449465115,-0.5313491189597334,3858.4734434929296,0.9997806948408485
log_lik[59],-1.4230939877541817,0.0018938470722284606,0.10909942196217343,-1.6454297499143382,-1.4946694156492377,-1.4209050942185626,-1.3498655960103045,-1.2146768230353748,3318.601348995937,1.0007425480076184
log_lik[60],-1.274980193719102,0.0017721596317463646,0.0930557377268883,-1.4591983372751498,-1.3374129600172098,-1.2726500925242232,-1.2102957213401253,-1.1017742121806795,2757.278497257816,0.9998933103761405
log_lik[61],-1.4278988528114689,0.003406555769822953,0.18511611259191144,-1.7929404368388893,-1.551403511735542,-1.4210934231549885,-1.3051824440050872,-1.0742046635269913,2952.959132353879,0.999704380553126
log_lik[62],-0.5492837541871957,3.750188022364998e-4,0.02285886352011934,-0.5965220729524563,-0.5642778433448365,-0.5477848681230962,-0.5338233900811967,-0.5073766658578797,3715.3795344671744,0.9996176689793074
log_lik[63],-0.5478131302272394,4.25276071943779e-4,0.02654208806945086,-0.6082509196362339,-0.5627541518249903,-0.5449012323036613,-0.5300419315846554,-0.5032222626575436,3895.1866752594497,1.000037024190313
log_lik[64],-0.5343396149349302,3.0567771723937154e-4,0.019843671271944047,-0.5734371850137344,-0.5468640489097578,-0.5338770468929099,-0.5208309667732869,-0.496162078245349,4214.213024667303,0.9993459304572458
log_lik[65],-0.5368205508621948,3.111160232887173e-4,0.020398737633303528,-0.5778143105870202,-0.550251895105857,-0.5357843141030658,-0.5231555856201897,-0.49722827133793085,4298.944380794795,0.999512092973785
log_lik[66],-0.5387616911901673,3.386097809440883e-4,0.0213016706231291,-0.5821144429100248,-0.5525583926662752,-0.5379351428591753,-0.5245858872439274,-0.4988697485217104,3957.567515893391,0.9997259990998347
log_lik[67],-1.3934916689452483,0.0027746198435391854,0.16432756464430104,-1.7229913314114482,-1.5006302174906037,-1.3876890379535591,-1.2829759292757283,-1.0797892327353489,3507.6306967323812,0.9993507291781213
log_lik[68],-1.6632737570662204,0.0036603509977380863,0.15553728159589075,-1.9793234914685118,-1.7610277238853227,-1.6580140818709306,-1.5595891720630854,-1.3667299621383684,1805.6083033353818,0.9999753407867505
log_lik[69],-1.874006987383488,0.0020779904678578185,0.11261337879385322,-2.1006178111553675,-1.951080611049051,-1.8726273692374917,-1.7973382979798147,-1.6578762784756083,2936.925134180381,1.0000683981887153
log_lik[70],-1.9941221177172284,0.0042288250730552635,0.22384597066227643,-2.445560426502129,-2.136684774860073,-1.9923434713521377,-1.842127164739196,-1.5723446366150517,2801.941869971439,1.0002641681354116
log_lik[71],-1.283090367107153,0.001726809859404367,0.1055548793451765,-1.4960595105486183,-1.3541927585627316,-1.2800561997938353,-1.2111430937367136,-1.0807001347458451,3736.522381906405,0.9999091208903397
log_lik[72],-1.7439250835569036,0.002173918978083677,0.12870043385486474,-2.0027547743942056,-1.828916846129554,-1.741896160848956,-1.657792062450426,-1.4993918156230381,3504.881298202823,0.9998785720363802
log_lik[73],-1.0853443624685364,0.0018793001198807203,0.11702129472455948,-1.326639795822243,-1.1612675003329231,-1.0825584091887186,-1.0042317518469348,-0.8662440105777539,3877.372401590074,0.9999186558903236
log_lik[74],-0.558907316338002,4.5297231744196106e-4,0.027732662129339544,-0.6189571465651837,-0.5763359750074621,-0.5564058836715482,-0.5396550728676015,-0.5095700809431091,3748.3470800145333,0.9999446562185967
log_lik[75],-0.5349586509930114,3.0202830480976833e-4,0.020135747831412896,-0.5754515242208972,-0.5479731812287795,-0.5344320102268505,-0.5210908381204011,-0.4964217595410009,4444.677322252361,0.9996690191813735
log_lik[76],-0.5444094816935665,3.808176817776434e-4,0.023497527199161875,-0.5945194843484181,-0.5590355441143151,-0.5436659083527895,-0.5280976472463327,-0.5008744012471742,3807.2387502274746,0.9995789673621167
log_lik[77],-1.4787845145259984,0.0019862895549094574,0.11566073820461378,-1.7122338556439056,-1.5552347123835206,-1.4782438553429147,-1.3984745796307245,-1.2591049672435826,3390.67998032573,0.9993170221816158
log_lik[78],-1.146431270025227,0.0017627294812318122,0.10875846345421314,-1.3654055861011307,-1.218110973196997,-1.1442304030194173,-1.0701212111291638,-0.9462222020931453,3806.7538037098166,1.0000855045310786
log_lik[79],-0.5321943171067643,2.9554510292232195e-4,0.019115052053434615,-0.5701633077208816,-0.5447029007783999,-0.5320160797007882,-0.5191378908390434,-0.4950023596039267,4183.149970064678,0.9993339321527587
log_lik[80],-0.561310752096105,4.1440924907047407e-4,0.026610568027256344,-0.6188806822273355,-0.5777852792442222,-0.560086537918299,-0.5429208065018053,-0.5135454246043539,4123.3425026980485,1.0001480804609564
log_lik[81],-0.5494802466175529,4.1555961640000994e-4,0.025935666726982477,-0.605581176563649,-0.5649527132436098,-0.5478037399912808,-0.5317960949941044,-0.5037960178453156,3895.185638619917,0.9998747471909157
log_lik[82],-1.4302938130357206,0.0023255446668845573,0.1244306792994101,-1.6708995795405002,-1.5148067075890732,-1.4283418803290187,-1.345052302313821,-1.19363876686709,2862.8960096151573,0.9997928654439611
log_lik[83],-0.552891797957477,3.883694725512625e-4,0.025889412917808472,-0.6079334918664722,-0.5690927892356272,-0.5508780193564788,-0.5349264874941078,-0.5079289035755267,4443.797231323113,1.0000609388079547
log_lik[84],-1.406802764069718,0.001753439314289191,0.10733299339474545,-1.6278565327477716,-1.4785938014243518,-1.4034579761770454,-1.334179892223475,-1.200930786121479,3747.0113060491967,0.999620858567822
log_lik[85],-1.1074912168145874,0.00180223210462978,0.09614679251040681,-1.3011508389013797,-1.1717972735492963,-1.103780877826055,-1.0399970758990453,-0.9302612039854551,2846.0869075489704,0.999686379277383
log_lik[86],-0.547229925239073,3.955156480200238e-4,0.024652923444387416,-0.5995959016026389,-0.562138657334921,-0.5455102640757449,-0.5302297880176461,-0.5025529390714709,3885.1654082060036,1.0002839433005057
log_lik[87],-0.5317011085536681,2.875401561189744e-4,0.01892115473987322,-0.5690989131926437,-0.5443529580915377,-0.5315784688414573,-0.5187789471160525,-0.4947753264240341,4330.103393552518,0.9994320468078951
log_lik[88],-1.615469443637955,0.0018864272514837945,0.1188306382135413,-1.8542836592646608,-1.693661286080792,-1.6136327650775706,-1.533232262039781,-1.387132657851567,3968.046345787356,1.0002192438134814
log_lik[89],-1.6757327381819767,0.0020332804949896176,0.12670569637260953,-1.9290147692619835,-1.7610605583948227,-1.6743762679358665,-1.587614315993054,-1.4373882891581187,3883.2709254216325,1.0006092922350522
log_lik[90],-1.7625794182304875,0.0021131346028017152,0.1321797835091509,-2.031277588747602,-1.8514637160860494,-1.761304890492806,-1.6721309864040002,-1.5103979396318807,3912.692780962937,1.000323045811398
log_lik[91],-0.5344848203769819,3.0676423823293274e-4,0.019742140610023124,-0.5743022691617469,-0.5475789032764837,-0.5340937035574098,-0.5208980791563672,-0.4965576857767573,4141.703670659449,0.9993203802314984
log_lik[92],-0.5310930200233143,2.9630726272118643e-4,0.018832266818437665,-0.5681150950745499,-0.5435231430723044,-0.5310938068249681,-0.5183133702732032,-0.49468862033804645,4039.4348162197575,0.9994437073062995
log_lik[93],-0.5628915019442821,5.088587490519489e-4,0.03166829716665076,-0.6331757871239998,-0.5830348534533925,-0.5595460230815614,-0.5405783222921678,-0.5096400726583209,3873.0662988960266,0.9998770106165094
log_lik[94],-1.47642038532773,0.002195119826729745,0.11691793863773917,-1.7058645559295484,-1.5550917855611353,-1.4756785909094061,-1.3960422211994867,-1.252205320849534,2836.911806671804,0.9997313921164103
log_lik[95],-1.6735948752476593,0.002241351020354816,0.12447386311250941,-1.925650004135006,-1.7569726530643788,-1.6700866295681935,-1.590665754662914,-1.4339521232155195,3084.1577416460295,1.0004699012704363
log_lik[96],-0.5871965133359516,5.324321161305368e-4,0.034510226473583885,-0.6624641782778455,-0.6085746428672626,-0.5843877328708742,-0.5625759249435613,-0.5273193061481857,4201.139769790107,1.0006318065347413
log_lik[97],-1.5100825262309536,0.0021815129877638456,0.13192725589331616,-1.7736767681873347,-1.598606262791233,-1.5073552727383914,-1.4154926025234833,-1.2638183477403966,3657.2399270402684,0.9998282271244664
log_lik[98],-0.5420395096918619,3.3918908426786015e-4,0.021157804790754912,-0.5857699308532497,-0.5557680065432177,-0.5407771481555624,-0.5278182817015825,-0.5026986090303975,3890.966367620217,0.9996238496132779
log_lik[99],-1.6222632219661681,0.002217435244204471,0.1245870049716508,-1.8707470257326504,-1.7062652166612213,-1.6204999630415586,-1.5356648774342987,-1.3884567841803108,3156.7747880022484,0.9993274214205938
log_lik[100],-1.6906129976045194,0.0018879461521845839,0.11331394740316438,-1.9196535921287374,-1.7652180465549592,-1.6877155775301342,-1.6133376053409871,-1.4718307381497633,3602.3634809586933,0.9996628339249322
log_lik[101],-0.5316296612527646,2.921048781731008e-4,0.018989339166685576,-0.5690314073047962,-0.5439133276344871,-0.5316593422497569,-0.519014677506257,-0.49432754854626654,4226.122517653959,0.9993243176175439
log_lik[102],-0.5315664889026753,2.891521526953497e-4,0.018884307015882364,-0.569347632214362,-0.5439500527916459,-0.5313080769928723,-0.5186515159794602,-0.4942121275564733,4265.296684365798,0.9995258484960796
log_lik[103],-1.5670639432039888,0.0018702631873276508,0.11220641137981201,-1.797053864586625,-1.6437650852397945,-1.5658478244058118,-1.4895030959443507,-1.3523317022282222,3599.398193715828,0.9996645493280462
log_lik[104],-1.3885203428184687,0.00200593395408367,0.11992772171348819,-1.6304559800264096,-1.4668094459862473,-1.384392306466987,-1.30909505478248,-1.165873287268028,3574.4226832946188,0.9995047179341017
log_lik[105],-0.5554553236584882,4.4444232017407326e-4,0.027382904271245696,-0.6123822011444134,-0.5726888076009229,-0.5538818157514129,-0.5361715190231744,-0.5086237589312089,3796.0174839034353,0.9994661790250945
log_lik[106],-0.5446994128944526,3.5501680539837125e-4,0.022576082268355533,-0.5918328105957662,-0.5584370447398149,-0.5439615209368263,-0.5298774984950994,-0.5015786106998013,4043.8900093302664,0.9998325199706746
log_lik[107],-1.0334652537725895,9.930165896794992e-4,0.0742768150287029,-1.1836805556493073,-1.0818536681166302,-1.0320169719576806,-0.9824420508187146,-0.8918589199280221,5594.915580266002,1.0008565789168242
log_lik[108],-0.633014971764699,4.526558140162798e-4,0.03398114962290964,-0.7038494686027207,-0.6556952212917375,-0.6310962431028242,-0.6088356250494791,-0.5721981200981461,5635.596998120071,1.0005269944289195
log_lik[109],-1.3459500227080405,0.0012055830629294393,0.08752659395622055,-1.5278507874748342,-1.4033055976531437,-1.3443874534172555,-1.2853853702922777,-1.1757870496520144,5270.912187137748,1.0002308550765437
log_lik[110],-2.354803463771435,0.002071723388504672,0.13670693120070182,-2.624336345785868,-2.4469910781465463,-2.351539387338863,-2.263473121405033,-2.082804458053634,4354.291810977011,1.001333512995758
log_lik[111],-1.482562130600613,0.001372371079668516,0.09494111238940339,-1.6709060113469665,-1.5442836382293779,-1.4810946243458707,-1.4197058976930923,-1.301190048653803,4785.920903557085,1.0000455393638692
log_lik[112],-1.3252627243790682,0.0030180056561307463,0.18014239111599087,-1.6937443437675974,-1.4464962694231551,-1.315759682810411,-1.2024343422198986,-0.983489137429181,3562.8024915837414,1.0002669804590023
log_lik[113],-0.5312644755391343,2.8674940329145133e-4,0.018755153545566824,-0.5685607363759999,-0.5437317772460332,-0.5311256926004531,-0.5182376501612032,-0.4945623699674905,4277.954905875864,0.9993771426843189
log_lik[114],-1.6216126992120303,0.0014278268641046623,0.10078195331695007,-1.8332647507418227,-1.6872574773362259,-1.6186777367288463,-1.5530094175518052,-1.427486444756233,4982.122999136442,0.9996192374046509
log_lik[115],-0.6357878407716715,5.512559383535439e-4,0.038212171747675903,-0.7181160058139701,-0.6604069182612265,-0.6335192050130016,-0.6082727464180682,-0.5684551446880624,4805.038594411597,1.000217401223924
log_lik[116],-0.6854323434672971,5.678460320601081e-4,0.042651736788159506,-0.7770490297781932,-0.7142915042680751,-0.6834525570987044,-0.6553246210635889,-0.6074230475473871,5641.729377026024,1.00073388038361
log_lik[117],-0.6420245331667216,5.171235385285745e-4,0.03580071450307341,-0.715553734713751,-0.6656743011549058,-0.6406457909893326,-0.6171683344026958,-0.5777277250447742,4792.860354777097,1.0005049873346217
log_lik[118],-0.5668487437229753,4.4130542626452787e-4,0.027450055198321627,-0.6251142435935675,-0.5843316639652103,-0.5650439328519228,-0.5476418104431733,-0.517844431908145,3869.0817773117515,1.0001536637128607
log_lik[119],-1.3456359028565437,0.0013119987269641742,0.09211001581379476,-1.532287715853923,-1.4054641624650803,-1.3437333757336254,-1.28162220455667,-1.1654070617710068,4928.864583613474,1.0000954278933578
log_lik[120],-0.9666167798097215,0.0012570189725647969,0.08687823541628428,-1.1415282837801335,-1.0247713750702867,-0.9647062175370095,-0.9058564160263085,-0.7995183899699528,4776.81385039601,1.0001239043122703
log_lik[121],-1.3888421625958862,0.0015758509401092337,0.10577673574481529,-1.5995366609525092,-1.4578906265853506,-1.3890269152459485,-1.3184881363209557,-1.1771440433991656,4505.573211396731,1.0000611973599167
log_lik[122],-1.0107909406412285,0.0014334883262134435,0.09264947373864353,-1.1953770352131936,-1.0713051788641752,-1.0083556891580958,-0.9472207287099071,-0.8350648287138064,4177.318530222452,1.0004555175062901
log_lik[123],-2.2977624882039085,0.002091136157740879,0.14912306760132946,-2.59246374641312,-2.3935716750798846,-2.2999815932509176,-2.1967284913156515,-2.009644089046821,5085.399019640423,1.0014261784366842
