id,confinan_ord,polviews,polviews_bin,degree,age,age_std,sex,income,income_std,region
1,1,4,Moderate,3,33,-0.9077794577197982,1,12,0.3942931976883675,1
2,2,3,Liberal,4,64,0.8472911471603127,1,12,0.3942931976883675,1
3,1,1,Liberal,2,69,1.1303670511732338,2,12,0.3942931976883675,1
5,2,4,Moderate,1,70,1.186982231975818,2,12,0.3942931976883675,1
7,2,2,Liberal,1,48,-0.05855174568103485,2,12,0.3942931976883675,1
8,3,4,Moderate,1,30,-1.077625000127551,2,8,-1.2209602238277626,1
9,2,4,Moderate,2,60,0.6208304239499758,2,12,0.3942931976883675,1
11,3,2,Liberal,3,23,-1.4739312657456405,2,12,0.3942931976883675,1
12,3,1,Liberal,0,68,1.0737518703706497,2,8,-1.2209602238277626,1
14,3,1,Liberal,1,37,-0.6813187345094613,2,12,0.3942931976883675,1
17,1,4,Moderate,3,64,0.8472911471603127,1,12,0.3942931976883675,1
19,2,5,Conservative,0,63,0.7906759663577285,2,12,0.3942931976883675,1
23,2,4,Moderate,1,69,1.1303670511732338,1,12,0.3942931976883675,1
24,3,6,Conservative,0,48,-0.05855174568103485,1,12,0.3942931976883675,1
25,1,4,Moderate,1,58,0.5076000623448074,1,12,0.3942931976883675,1
26,2,5,Conservative,3,71,1.2435974127784022,1,12,0.3942931976883675,1
27,2,4,Moderate,4,73,1.3568277743835706,2,12,0.3942931976883675,1
28,1,4,Moderate,2,74,1.413442955186155,2,12,0.3942931976883675,1
29,3,6,Conservative,2,56,0.3943697007396389,2,12,0.3942931976883675,1
35,2,3,Liberal,1,71,1.2435974127784022,2,12,0.3942931976883675,1
37,3,6,Conservative,3,60,0.6208304239499758,2,12,0.3942931976883675,1
38,2,5,Conservative,0,57,0.45098488154222316,2,12,0.3942931976883675,1
39,1,7,Conservative,3,37,-0.6813187345094613,2,12,0.3942931976883675,1
40,2,5,Conservative,1,26,-1.3040857233378877,1,12,0.3942931976883675,1
41,2,5,Conservative,1,59,0.5642152431473916,1,12,0.3942931976883675,1
42,3,4,Moderate,1,65,0.9039063279628969,1,12,0.3942931976883675,1
43,2,4,Moderate,4,71,1.2435974127784022,2,12,0.3942931976883675,1
44,3,3,Liberal,4,41,-0.4548580112991244,2,12,0.3942931976883675,1
45,1,6,Conservative,3,58,0.5076000623448074,1,12,0.3942931976883675,1
46,1,4,Moderate,3,79,1.696518859199076,1,12,0.3942931976883675,1
48,1,4,Moderate,3,57,0.45098488154222316,1,12,0.3942931976883675,1
50,1,6,Conservative,0,65,0.9039063279628969,1,12,0.3942931976883675,1
51,1,4,Moderate,4,74,1.413442955186155,2,12,0.3942931976883675,1
54,1,1,Liberal,0,61,0.67744560475256,1,3,-3.2400270007229253,1
60,3,2,Liberal,1,63,0.7906759663577285,2,9,-0.8171468684487302,1
61,2,2,Liberal,4,57,0.45098488154222316,2,12,0.3942931976883675,1
63,2,6,Conservative,1,89,2.2626706672249184,2,7,-1.6247735792067952,1
64,2,7,Conservative,1,79,1.696518859199076,1,12,0.3942931976883675,1
65,2,2,Liberal,3,22,-1.5305464465482246,2,12,0.3942931976883675,1
68,1,3,Liberal,4,70,1.186982231975818,1,12,0.3942931976883675,1
71,1,4,Moderate,4,41,-0.4548580112991244,2,12,0.3942931976883675,1
72,2,5,Conservative,3,37,-0.6813187345094613,1,12,0.3942931976883675,1
74,1,2,Liberal,3,32,-0.9643946385223824,1,12,0.3942931976883675,1
75,2,4,Moderate,1,54,0.2811393391344705,1,12,0.3942931976883675,1
78,3,2,Liberal,1,46,-0.1717821072862033,2,12,0.3942931976883675,1
81,2,4,Moderate,0,49,-0.00193656487845063,1,12,0.3942931976883675,1
82,2,6,Conservative,3,59,0.5642152431473916,2,12,0.3942931976883675,1
86,1,4,Moderate,2,62,0.7340607855551442,2,12,0.3942931976883675,1
89,2,5,Conservative,2,34,-0.851164276917214,2,12,0.3942931976883675,1
90,3,1,Liberal,4,36,-0.7379339153120456,1,11,-0.009520157690665056,1
91,1,3,Liberal,1,75,1.470058135988739,2,12,0.3942931976883675,1
92,1,6,Conservative,1,41,-0.4548580112991244,2,12,0.3942931976883675,1
95,2,2,Liberal,1,79,1.696518859199076,1,12,0.3942931976883675,1
99,2,5,Conservative,1,54,0.2811393391344705,1,12,0.3942931976883675,1
100,3,3,Liberal,1,61,0.67744560475256,2,12,0.3942931976883675,1
101,3,3,Liberal,1,72,1.3002125935809865,2,12,0.3942931976883675,1
108,1,4,Moderate,1,48,-0.05855174568103485,1,12,0.3942931976883675,1
110,2,1,Liberal,2,32,-0.9643946385223824,2,12,0.3942931976883675,1
111,1,6,Conservative,1,68,1.0737518703706497,2,9,-0.8171468684487302,1
114,3,4,Moderate,1,48,-0.05855174568103485,1,12,0.3942931976883675,1
123,3,4,Moderate,0,44,-0.2850124688913717,1,1,-4.04765371148099,1
125,2,4,Moderate,1,51,0.11129379672671781,1,9,-0.8171468684487302,1
126,2,2,Liberal,1,39,-0.5680883729042928,2,3,-3.2400270007229253,1
129,2,2,Liberal,3,60,0.6208304239499758,1,12,0.3942931976883675,1
130,2,5,Conservative,3,60,0.6208304239499758,2,12,0.3942931976883675,1
132,2,4,Moderate,4,65,0.9039063279628969,1,12,0.3942931976883675,1
133,3,3,Liberal,1,54,0.2811393391344705,1,1,-4.04765371148099,1
134,1,2,Liberal,0,45,-0.2283972880887875,2,9,-0.8171468684487302,1
135,1,3,Liberal,1,38,-0.624703553706877,2,11,-0.009520157690665056,1
136,1,6,Conservative,0,22,-1.5305464465482246,1,2,-3.643840356101958,1
137,1,4,Moderate,3,76,1.5266733167913233,2,12,0.3942931976883675,1
138,1,2,Liberal,4,42,-0.3982428304965402,1,12,0.3942931976883675,1
139,1,7,Conservative,3,89,2.2626706672249184,2,12,0.3942931976883675,1
140,2,3,Liberal,1,89,2.2626706672249184,2,12,0.3942931976883675,1
143,2,4,Moderate,4,41,-0.4548580112991244,1,12,0.3942931976883675,1
145,2,1,Liberal,4,60,0.6208304239499758,2,12,0.3942931976883675,1
147,1,5,Conservative,3,72,1.3002125935809865,1,12,0.3942931976883675,1
149,1,4,Moderate,3,89,2.2626706672249184,2,12,0.3942931976883675,1
156,2,4,Moderate,3,59,0.5642152431473916,1,12,0.3942931976883675,1
158,2,4,Moderate,4,64,0.8472911471603127,2,12,0.3942931976883675,1
159,2,4,Moderate,4,70,1.186982231975818,1,8,-1.2209602238277626,1
160,3,1,Liberal,1,68,1.0737518703706497,1,12,0.3942931976883675,1
161,2,2,Liberal,4,31,-1.0210098193249666,1,12,0.3942931976883675,1
162,3,3,Liberal,3,36,-0.7379339153120456,2,12,0.3942931976883675,1
163,3,2,Liberal,1,36,-0.7379339153120456,1,12,0.3942931976883675,1
165,2,6,Conservative,4,67,1.0171366895680654,1,12,0.3942931976883675,1
166,2,5,Conservative,3,52,0.16790897752930203,2,12,0.3942931976883675,1
167,1,3,Liberal,4,35,-0.7945490961146298,2,12,0.3942931976883675,1
168,1,4,Moderate,4,28,-1.1908553617327193,2,12,0.3942931976883675,1
170,1,3,Liberal,4,23,-1.4739312657456405,2,12,0.3942931976883675,1
172,2,4,Moderate,3,55,0.3377545199370547,1,12,0.3942931976883675,1
174,2,2,Liberal,1,65,0.9039063279628969,2,12,0.3942931976883675,1
175,2,6,Conservative,2,38,-0.624703553706877,2,12,0.3942931976883675,1
177,3,2,Liberal,1,70,1.186982231975818,1,12,0.3942931976883675,1
178,1,7,Conservative,1,62,0.7340607855551442,1,12,0.3942931976883675,1
179,2,6,Conservative,4,70,1.186982231975818,2,12,0.3942931976883675,1
180,3,4,Moderate,2,64,0.8472911471603127,2,12,0.3942931976883675,1
182,2,4,Moderate,1,42,-0.3982428304965402,2,12,0.3942931976883675,1
185,1,2,Liberal,3,66,0.9605215087654811,1,12,0.3942931976883675,1
186,3,4,Moderate,3,58,0.5076000623448074,2,12,0.3942931976883675,1
187,2,2,Liberal,3,69,1.1303670511732338,1,12,0.3942931976883675,1
188,2,2,Liberal,4,37,-0.6813187345094613,2,12,0.3942931976883675,1
189,1,5,Conservative,3,49,-0.00193656487845063,2,12,0.3942931976883675,1
190,1,2,Liberal,4,72,1.3002125935809865,1,12,0.3942931976883675,1
192,2,2,Liberal,4,80,1.7531340400016602,1,12,0.3942931976883675,1
194,2,6,Conservative,1,75,1.470058135988739,2,12,0.3942931976883675,1
197,3,4,Moderate,1,34,-0.851164276917214,1,12,0.3942931976883675,4
198,2,3,Liberal,1,34,-0.851164276917214,1,12,0.3942931976883675,4
199,3,4,Moderate,1,64,0.8472911471603127,1,12,0.3942931976883675,4
201,1,6,Conservative,1,21,-1.587161627350809,1,12,0.3942931976883675,4
203,3,3,Liberal,1,62,0.7340607855551442,2,11,-0.009520157690665056,4
204,1,5,Conservative,0,73,1.3568277743835706,2,1,-4.04765371148099,4
207,2,4,Moderate,1,74,1.413442955186155,2,12,0.3942931976883675,4
209,1,3,Liberal,3,58,0.5076000623448074,2,12,0.3942931976883675,4
210,2,3,Liberal,1,18,-1.7570071697585614,2,12,0.3942931976883675,4
211,2,3,Liberal,1,22,-1.5305464465482246,1,12,0.3942931976883675,4
212,2,3,Liberal,1,30,-1.077625000127551,1,9,-0.8171468684487302,4
213,2,6,Conservative,3,39,-0.5680883729042928,1,12,0.3942931976883675,4
218,3,3,Liberal,1,66,0.9605215087654811,1,12,0.3942931976883675,4
219,3,1,Liberal,1,33,-0.9077794577197982,1,12,0.3942931976883675,4
220,3,1,Liberal,3,48,-0.05855174568103485,2,12,0.3942931976883675,4
223,3,4,Moderate,1,28,-1.1908553617327193,1,6,-2.0285869345858276,4
226,1,4,Moderate,2,40,-0.5114731921017086,1,12,0.3942931976883675,4
227,3,6,Conservative,2,62,0.7340607855551442,1,12,0.3942931976883675,4
228,2,4,Moderate,1,39,-0.5680883729042928,1,12,0.3942931976883675,4
230,2,2,Liberal,1,53,0.22452415833188627,2,12,0.3942931976883675,4
231,2,3,Liberal,4,41,-0.4548580112991244,2,12,0.3942931976883675,4
232,2,2,Liberal,4,72,1.3002125935809865,1,10,-0.4133335130696976,4
234,2,3,Liberal,4,35,-0.7945490961146298,2,12,0.3942931976883675,4
235,2,3,Liberal,2,46,-0.1717821072862033,2,12,0.3942931976883675,4
236,2,6,Conservative,4,80,1.7531340400016602,2,12,0.3942931976883675,4
237,3,4,Moderate,3,34,-0.851164276917214,2,12,0.3942931976883675,4
240,1,4,Moderate,3,73,1.3568277743835706,1,12,0.3942931976883675,4
241,2,1,Liberal,1,49,-0.00193656487845063,2,12,0.3942931976883675,4
242,2,6,Conservative,1,55,0.3377545199370547,2,12,0.3942931976883675,4
245,3,2,Liberal,0,47,-0.11516692648361908,1,12,0.3942931976883675,4
246,3,4,Moderate,1,37,-0.6813187345094613,1,12,0.3942931976883675,4
248,2,4,Moderate,0,48,-0.05855174568103485,1,5,-2.4324002899648605,4
251,3,4,Moderate,1,42,-0.3982428304965402,2,9,-0.8171468684487302,4
252,2,4,Moderate,1,64,0.8472911471603127,2,12,0.3942931976883675,4
257,2,4,Moderate,1,19,-1.7003919889559773,1,12,0.3942931976883675,4
258,2,4,Moderate,1,69,1.1303670511732338,2,12,0.3942931976883675,4
259,3,6,Conservative,1,51,0.11129379672671781,2,7,-1.6247735792067952,4
261,2,4,Moderate,1,58,0.5076000623448074,1,12,0.3942931976883675,4
263,1,6,Conservative,3,66,0.9605215087654811,1,12,0.3942931976883675,4
264,3,3,Liberal,0,22,-1.5305464465482246,2,3,-3.2400270007229253,4
266,1,4,Moderate,3,82,1.8663644016068286,1,12,0.3942931976883675,4
267,2,3,Liberal,2,74,1.413442955186155,1,12,0.3942931976883675,4
268,1,4,Moderate,1,61,0.67744560475256,2,12,0.3942931976883675,4
269,3,3,Liberal,2,64,0.8472911471603127,1,12,0.3942931976883675,4
271,3,6,Conservative,0,37,-0.6813187345094613,1,12,0.3942931976883675,4
273,2,4,Moderate,3,37,-0.6813187345094613,2,12,0.3942931976883675,4
275,2,2,Liberal,1,50,0.05467861592413359,2,12,0.3942931976883675,4
276,2,3,Liberal,0,39,-0.5680883729042928,2,10,-0.4133335130696976,4
278,3,1,Liberal,0,46,-0.1717821072862033,2,4,-2.836213645343893,4
279,2,2,Liberal,0,41,-0.4548580112991244,2,11,-0.009520157690665056,4
280,2,3,Liberal,4,48,-0.05855174568103485,1,12,0.3942931976883675,4
281,3,4,Moderate,2,82,1.8663644016068286,2,12,0.3942931976883675,4
282,2,2,Liberal,1,68,1.0737518703706497,2,12,0.3942931976883675,4
283,2,4,Moderate,3,69,1.1303670511732338,2,12,0.3942931976883675,4
284,2,2,Liberal,1,89,2.2626706672249184,2,12,0.3942931976883675,4
285,2,5,Conservative,3,62,0.7340607855551442,1,12,0.3942931976883675,4
287,1,3,Liberal,4,60,0.6208304239499758,1,12,0.3942931976883675,4
288,2,2,Liberal,1,18,-1.7570071697585614,2,12,0.3942931976883675,4
289,3,6,Conservative,3,64,0.8472911471603127,1,12,0.3942931976883675,4
290,2,7,Conservative,4,79,1.696518859199076,1,12,0.3942931976883675,4
295,3,1,Liberal,3,35,-0.7945490961146298,2,12,0.3942931976883675,4
296,2,2,Liberal,3,61,0.67744560475256,1,12,0.3942931976883675,4
297,3,2,Liberal,3,36,-0.7379339153120456,1,10,-0.4133335130696976,4
301,3,4,Moderate,1,60,0.6208304239499758,1,12,0.3942931976883675,4
302,2,2,Liberal,2,54,0.2811393391344705,1,12,0.3942931976883675,4
303,1,4,Moderate,4,63,0.7906759663577285,1,9,-0.8171468684487302,4
305,1,5,Conservative,4,65,0.9039063279628969,2,12,0.3942931976883675,4
306,1,5,Conservative,2,51,0.11129379672671781,1,12,0.3942931976883675,4
308,2,2,Liberal,1,36,-0.7379339153120456,1,12,0.3942931976883675,4
310,3,1,Liberal,1,27,-1.2474705425353034,2,12,0.3942931976883675,4
312,1,2,Liberal,3,31,-1.0210098193249666,1,12,0.3942931976883675,4
313,2,5,Conservative,1,35,-0.7945490961146298,2,12,0.3942931976883675,4
315,1,2,Liberal,1,66,0.9605215087654811,1,12,0.3942931976883675,4
318,3,4,Moderate,1,35,-0.7945490961146298,2,1,-4.04765371148099,4
320,2,2,Liberal,3,33,-0.9077794577197982,1,12,0.3942931976883675,4
322,3,1,Liberal,2,36,-0.7379339153120456,1,12,0.3942931976883675,4
325,2,4,Moderate,3,33,-0.9077794577197982,2,12,0.3942931976883675,4
327,1,3,Liberal,4,69,1.1303670511732338,2,12,0.3942931976883675,4
329,3,4,Moderate,1,32,-0.9643946385223824,2,12,0.3942931976883675,2
330,2,2,Liberal,0,57,0.45098488154222316,1,9,-0.8171468684487302,2
331,1,1,Liberal,1,40,-0.5114731921017086,1,12,0.3942931976883675,2
333,2,4,Moderate,1,54,0.2811393391344705,1,12,0.3942931976883675,2
336,2,2,Liberal,4,70,1.186982231975818,2,12,0.3942931976883675,2
337,2,4,Moderate,1,73,1.3568277743835706,2,12,0.3942931976883675,2
339,1,4,Moderate,3,61,0.67744560475256,1,12,0.3942931976883675,2
341,2,4,Moderate,1,67,1.0171366895680654,2,12,0.3942931976883675,2
342,2,4,Moderate,1,55,0.3377545199370547,1,12,0.3942931976883675,2
343,2,4,Moderate,3,33,-0.9077794577197982,1,12,0.3942931976883675,2
346,2,4,Moderate,1,31,-1.0210098193249666,1,12,0.3942931976883675,2
347,2,7,Conservative,4,38,-0.624703553706877,1,12,0.3942931976883675,2
348,3,4,Moderate,1,38,-0.624703553706877,2,9,-0.8171468684487302,2
349,2,6,Conservative,1,67,1.0171366895680654,1,12,0.3942931976883675,2
350,2,4,Moderate,4,31,-1.0210098193249666,2,12,0.3942931976883675,2
355,2,4,Moderate,3,55,0.3377545199370547,2,12,0.3942931976883675,2
357,2,2,Liberal,4,44,-0.2850124688913717,2,12,0.3942931976883675,2
358,2,4,Moderate,0,18,-1.7570071697585614,2,12,0.3942931976883675,2
359,2,6,Conservative,3,71,1.2435974127784022,1,12,0.3942931976883675,2
360,2,7,Conservative,3,54,0.2811393391344705,1,12,0.3942931976883675,2
362,2,2,Liberal,1,58,0.5076000623448074,2,12,0.3942931976883675,2
367,1,4,Moderate,1,55,0.3377545199370547,2,12,0.3942931976883675,2
368,2,7,Conservative,1,89,2.2626706672249184,2,12,0.3942931976883675,2
369,2,2,Liberal,3,42,-0.3982428304965402,1,12,0.3942931976883675,2
370,3,4,Moderate,1,50,0.05467861592413359,1,9,-0.8171468684487302,2
373,3,4,Moderate,1,28,-1.1908553617327193,1,12,0.3942931976883675,2
374,2,2,Liberal,3,58,0.5076000623448074,1,12,0.3942931976883675,2
377,3,1,Liberal,1,60,0.6208304239499758,2,12,0.3942931976883675,2
379,3,6,Conservative,0,47,-0.11516692648361908,2,12,0.3942931976883675,2
380,2,4,Moderate,1,52,0.16790897752930203,2,12,0.3942931976883675,2
381,1,1,Liberal,1,46,-0.1717821072862033,2,12,0.3942931976883675,2
383,2,4,Moderate,1,45,-0.2283972880887875,1,12,0.3942931976883675,2
384,2,4,Moderate,1,35,-0.7945490961146298,1,12,0.3942931976883675,2
385,3,4,Moderate,1,35,-0.7945490961146298,1,12,0.3942931976883675,2
386,2,4,Moderate,1,66,0.9605215087654811,1,12,0.3942931976883675,2
392,3,7,Conservative,1,36,-0.7379339153120456,2,12,0.3942931976883675,2
394,2,2,Liberal,4,63,0.7906759663577285,2,12,0.3942931976883675,2
395,3,2,Liberal,2,78,1.6399036783964918,1,12,0.3942931976883675,2
396,1,1,Liberal,1,42,-0.3982428304965402,2,2,-3.643840356101958,2
399,2,2,Liberal,0,83,1.922979582409413,2,9,-0.8171468684487302,2
400,3,2,Liberal,3,60,0.6208304239499758,1,12,0.3942931976883675,2
401,3,1,Liberal,3,26,-1.3040857233378877,1,12,0.3942931976883675,2
402,3,1,Liberal,3,45,-0.2283972880887875,1,12,0.3942931976883675,2
403,3,4,Moderate,2,23,-1.4739312657456405,2,12,0.3942931976883675,2
404,1,1,Liberal,1,56,0.3943697007396389,2,2,-3.643840356101958,2
406,2,4,Moderate,0,85,2.0362099440145816,2,8,-1.2209602238277626,2
410,1,4,Moderate,4,37,-0.6813187345094613,1,12,0.3942931976883675,2
411,2,2,Liberal,4,37,-0.6813187345094613,2,12,0.3942931976883675,2
412,3,2,Liberal,3,30,-1.077625000127551,2,12,0.3942931976883675,2
414,1,2,Liberal,4,71,1.2435974127784022,1,12,0.3942931976883675,2
415,2,3,Liberal,2,60,0.6208304239499758,1,12,0.3942931976883675,2
416,1,4,Moderate,3,74,1.413442955186155,1,12,0.3942931976883675,2
418,3,6,Conservative,3,43,-0.341627649693956,2,12,0.3942931976883675,2
419,3,6,Conservative,3,59,0.5642152431473916,1,12,0.3942931976883675,2
420,1,3,Liberal,3,53,0.22452415833188627,2,12,0.3942931976883675,2
422,2,5,Conservative,3,40,-0.5114731921017086,2,12,0.3942931976883675,2
423,2,5,Conservative,3,39,-0.5680883729042928,1,12,0.3942931976883675,2
424,2,4,Moderate,1,60,0.6208304239499758,2,12,0.3942931976883675,2
426,2,5,Conservative,1,67,1.0171366895680654,1,12,0.3942931976883675,2
428,1,4,Moderate,1,47,-0.11516692648361908,1,12,0.3942931976883675,2
430,2,5,Conservative,3,46,-0.1717821072862033,2,12,0.3942931976883675,2
431,2,4,Moderate,1,53,0.22452415833188627,2,12,0.3942931976883675,2
433,2,4,Moderate,1,58,0.5076000623448074,2,9,-0.8171468684487302,3
434,2,4,Moderate,3,47,-0.11516692648361908,1,12,0.3942931976883675,3
435,2,6,Conservative,1,45,-0.2283972880887875,1,12,0.3942931976883675,3
437,1,1,Liberal,1,37,-0.6813187345094613,2,12,0.3942931976883675,3
439,2,2,Liberal,4,74,1.413442955186155,2,12,0.3942931976883675,3
440,2,4,Moderate,1,70,1.186982231975818,2,12,0.3942931976883675,3
443,3,2,Liberal,4,47,-0.11516692648361908,2,12,0.3942931976883675,3
444,2,3,Liberal,1,32,-0.9643946385223824,1,12,0.3942931976883675,3
445,2,4,Moderate,1,49,-0.00193656487845063,2,12,0.3942931976883675,3
446,2,4,Moderate,3,58,0.5076000623448074,2,10,-0.4133335130696976,3
448,3,2,Liberal,4,52,0.16790897752930203,2,12,0.3942931976883675,3
450,2,5,Conservative,4,46,-0.1717821072862033,1,12,0.3942931976883675,3
451,2,4,Moderate,4,59,0.5642152431473916,2,12,0.3942931976883675,3
453,2,5,Conservative,4,35,-0.7945490961146298,1,12,0.3942931976883675,3
456,3,3,Liberal,4,25,-1.3607009041404718,1,12,0.3942931976883675,3
457,2,3,Liberal,4,32,-0.9643946385223824,1,12,0.3942931976883675,3
458,1,5,Conservative,4,55,0.3377545199370547,2,12,0.3942931976883675,3
461,1,6,Conservative,3,52,0.16790897752930203,1,12,0.3942931976883675,3
462,2,3,Liberal,3,33,-0.9077794577197982,1,12,0.3942931976883675,3
464,2,4,Moderate,4,28,-1.1908553617327193,1,12,0.3942931976883675,3
466,2,4,Moderate,3,42,-0.3982428304965402,1,11,-0.009520157690665056,3
468,3,5,Conservative,3,52,0.16790897752930203,2,12,0.3942931976883675,3
469,2,2,Liberal,3,49,-0.00193656487845063,1,12,0.3942931976883675,3
470,2,3,Liberal,4,40,-0.5114731921017086,1,12,0.3942931976883675,3
471,1,2,Liberal,4,53,0.22452415833188627,2,12,0.3942931976883675,3
472,1,4,Moderate,3,31,-1.0210098193249666,2,12,0.3942931976883675,3
473,2,6,Conservative,1,36,-0.7379339153120456,1,12,0.3942931976883675,3
474,2,6,Conservative,1,20,-1.643776808153393,2,12,0.3942931976883675,3
478,2,1,Liberal,4,68,1.0737518703706497,1,12,0.3942931976883675,3
479,3,5,Conservative,2,36,-0.7379339153120456,1,12,0.3942931976883675,3
480,3,1,Liberal,3,29,-1.134240180930135,2,12,0.3942931976883675,3
481,2,2,Liberal,4,35,-0.7945490961146298,1,12,0.3942931976883675,3
482,2,6,Conservative,1,61,0.67744560475256,1,12,0.3942931976883675,3
483,2,4,Moderate,3,89,2.2626706672249184,2,12,0.3942931976883675,3
484,1,3,Liberal,4,47,-0.11516692648361908,1,12,0.3942931976883675,3
485,2,4,Moderate,1,23,-1.4739312657456405,1,12,0.3942931976883675,3
488,2,2,Liberal,4,41,-0.4548580112991244,1,12,0.3942931976883675,3
489,3,4,Moderate,3,30,-1.077625000127551,2,12,0.3942931976883675,3
491,2,2,Liberal,3,55,0.3377545199370547,2,12,0.3942931976883675,3
492,2,4,Moderate,1,53,0.22452415833188627,1,9,-0.8171468684487302,3
493,1,4,Moderate,1,36,-0.7379339153120456,1,12,0.3942931976883675,3
494,3,5,Conservative,3,67,1.0171366895680654,2,12,0.3942931976883675,3
497,1,4,Moderate,4,45,-0.2283972880887875,2,12,0.3942931976883675,3
498,1,4,Moderate,1,19,-1.7003919889559773,1,9,-0.8171468684487302,3
500,3,4,Moderate,4,44,-0.2850124688913717,2,12,0.3942931976883675,3
501,2,6,Conservative,1,32,-0.9643946385223824,2,12,0.3942931976883675,3
502,3,3,Liberal,3,74,1.413442955186155,1,12,0.3942931976883675,3
503,3,4,Moderate,0,30,-1.077625000127551,2,1,-4.04765371148099,3
504,2,4,Moderate,1,43,-0.341627649693956,2,11,-0.009520157690665056,3
506,3,4,Moderate,1,27,-1.2474705425353034,1,12,0.3942931976883675,3
510,2,1,Liberal,4,50,0.05467861592413359,1,12,0.3942931976883675,3
511,2,4,Moderate,1,59,0.5642152431473916,1,12,0.3942931976883675,3
513,3,3,Liberal,3,49,-0.00193656487845063,2,12,0.3942931976883675,3
514,2,1,Liberal,1,67,1.0171366895680654,1,12,0.3942931976883675,4
516,3,2,Liberal,3,33,-0.9077794577197982,2,12,0.3942931976883675,4
517,2,2,Liberal,3,71,1.2435974127784022,1,9,-0.8171468684487302,4
518,3,5,Conservative,4,47,-0.11516692648361908,1,12,0.3942931976883675,4
521,2,2,Liberal,4,33,-0.9077794577197982,2,12,0.3942931976883675,4
524,2,3,Liberal,3,42,-0.3982428304965402,1,12,0.3942931976883675,4
525,2,5,Conservative,1,40,-0.5114731921017086,1,12,0.3942931976883675,4
527,1,4,Moderate,3,60,0.6208304239499758,2,12,0.3942931976883675,4
528,1,6,Conservative,3,56,0.3943697007396389,1,12,0.3942931976883675,4
529,2,6,Conservative,1,53,0.22452415833188627,2,12,0.3942931976883675,4
530,1,6,Conservative,1,52,0.16790897752930203,2,12,0.3942931976883675,4
532,2,4,Moderate,4,32,-0.9643946385223824,1,12,0.3942931976883675,4
533,2,4,Moderate,3,44,-0.2850124688913717,2,12,0.3942931976883675,4
534,1,4,Moderate,4,33,-0.9077794577197982,2,12,0.3942931976883675,4
538,2,2,Liberal,3,30,-1.077625000127551,2,12,0.3942931976883675,4
539,2,6,Conservative,1,63,0.7906759663577285,1,12,0.3942931976883675,4
540,1,4,Moderate,3,42,-0.3982428304965402,1,12,0.3942931976883675,4
542,1,4,Moderate,3,37,-0.6813187345094613,2,12,0.3942931976883675,4
546,1,5,Conservative,4,36,-0.7379339153120456,2,12,0.3942931976883675,4
548,3,3,Liberal,3,43,-0.341627649693956,1,12,0.3942931976883675,4
549,3,3,Liberal,3,56,0.3943697007396389,1,12,0.3942931976883675,4
550,2,6,Conservative,1,66,0.9605215087654811,2,12,0.3942931976883675,4
551,3,3,Liberal,1,66,0.9605215087654811,2,12,0.3942931976883675,4
553,1,6,Conservative,1,59,0.5642152431473916,2,12,0.3942931976883675,4
556,2,1,Liberal,3,77,1.5832884975939077,2,12,0.3942931976883675,4
557,2,3,Liberal,4,67,1.0171366895680654,1,12,0.3942931976883675,4
558,2,4,Moderate,3,64,0.8472911471603127,1,1,-4.04765371148099,4
559,2,3,Liberal,3,70,1.186982231975818,2,12,0.3942931976883675,4
560,2,5,Conservative,1,26,-1.3040857233378877,1,12,0.3942931976883675,4
562,1,4,Moderate,3,55,0.3377545199370547,2,12,0.3942931976883675,4
566,2,4,Moderate,2,21,-1.587161627350809,2,2,-3.643840356101958,4
567,2,7,Conservative,1,25,-1.3607009041404718,2,9,-0.8171468684487302,4
568,2,4,Moderate,1,39,-0.5680883729042928,2,10,-0.4133335130696976,4
569,2,3,Liberal,1,18,-1.7570071697585614,1,11,-0.009520157690665056,4
571,2,4,Moderate,0,58,0.5076000623448074,2,12,0.3942931976883675,4
573,1,4,Moderate,2,41,-0.4548580112991244,2,12,0.3942931976883675,4
575,3,4,Moderate,3,52,0.16790897752930203,1,12,0.3942931976883675,4
576,3,3,Liberal,1,33,-0.9077794577197982,2,1,-4.04765371148099,4
577,2,4,Moderate,1,64,0.8472911471603127,2,10,-0.4133335130696976,4
580,3,5,Conservative,1,39,-0.5680883729042928,1,12,0.3942931976883675,1
581,2,6,Conservative,1,49,-0.00193656487845063,2,12,0.3942931976883675,1
583,2,2,Liberal,0,59,0.5642152431473916,1,12,0.3942931976883675,1
584,2,3,Liberal,1,37,-0.6813187345094613,2,12,0.3942931976883675,1
585,2,4,Moderate,3,45,-0.2283972880887875,2,12,0.3942931976883675,1
586,3,4,Moderate,2,42,-0.3982428304965402,1,12,0.3942931976883675,1
588,1,7,Conservative,1,76,1.5266733167913233,1,12,0.3942931976883675,1
590,2,6,Conservative,2,45,-0.2283972880887875,2,9,-0.8171468684487302,1
591,1,4,Moderate,1,32,-0.9643946385223824,2,12,0.3942931976883675,1
594,2,7,Conservative,3,59,0.5642152431473916,1,11,-0.009520157690665056,1
595,2,3,Liberal,0,77,1.5832884975939077,1,2,-3.643840356101958,1
597,2,4,Moderate,3,68,1.0737518703706497,1,12,0.3942931976883675,1
599,1,2,Liberal,4,64,0.8472911471603127,1,9,-0.8171468684487302,1
601,1,5,Conservative,0,56,0.3943697007396389,1,9,-0.8171468684487302,1
602,2,3,Liberal,1,42,-0.3982428304965402,2,9,-0.8171468684487302,1
