id,confinan_ord,polviews,polviews_bin,degree,age,age_std,sex,income,income_std,region
3074,1,4,Moderate,1,46,-0.1717821072862033,1,12,0.3942931976883675,3
3075,2,4,Moderate,1,39,-0.5680883729042928,1,12,0.3942931976883675,3
3077,2,4,Moderate,1,20,-1.643776808153393,1,4,-2.836213645343893,3
3081,1,2,Liberal,4,83,1.922979582409413,2,12,0.3942931976883675,3
3083,1,6,Conservative,4,58,0.5076000623448074,2,12,0.3942931976883675,2
3085,2,5,Conservative,1,61,0.67744560475256,1,12,0.3942931976883675,2
3087,2,4,Moderate,1,68,1.0737518703706497,1,12,0.3942931976883675,2
3088,2,6,Conservative,1,69,1.1303670511732338,2,12,0.3942931976883675,2
3089,2,4,Moderate,1,55,0.3377545199370547,2,12,0.3942931976883675,2
3090,2,5,Conservative,1,70,1.186982231975818,2,12,0.3942931976883675,2
3092,2,4,Moderate,1,70,1.186982231975818,1,12,0.3942931976883675,2
3093,2,6,Conservative,1,67,1.0171366895680654,2,11,-0.009520157690665056,2
3094,2,4,Moderate,2,71,1.2435974127784022,2,12,0.3942931976883675,2
3095,3,2,Liberal,2,46,-0.1717821072862033,2,12,0.3942931976883675,2
3098,3,6,Conservative,1,59,0.5642152431473916,1,12,0.3942931976883675,2
3099,2,7,Conservative,3,24,-1.4173160849430562,2,12,0.3942931976883675,2
3100,2,5,Conservative,1,68,1.0737518703706497,1,12,0.3942931976883675,2
3101,3,4,Moderate,2,35,-0.7945490961146298,1,12,0.3942931976883675,2
3104,2,6,Conservative,1,55,0.3377545199370547,1,8,-1.2209602238277626,2
3105,2,5,Conservative,1,31,-1.0210098193249666,2,8,-1.2209602238277626,2
3108,2,7,Conservative,2,71,1.2435974127784022,1,12,0.3942931976883675,2
3109,3,4,Moderate,4,60,0.6208304239499758,1,12,0.3942931976883675,2
3110,3,5,Conservative,3,40,-0.5114731921017086,1,12,0.3942931976883675,2
3112,2,3,Liberal,1,30,-1.077625000127551,1,12,0.3942931976883675,2
3114,1,3,Liberal,3,35,-0.7945490961146298,2,12,0.3942931976883675,2
3115,2,4,Moderate,1,89,2.2626706672249184,2,10,-0.4133335130696976,2
3116,2,6,Conservative,1,75,1.470058135988739,2,12,0.3942931976883675,2
3117,1,6,Conservative,3,54,0.2811393391344705,1,12,0.3942931976883675,2
3118,3,7,Conservative,4,61,0.67744560475256,1,12,0.3942931976883675,2
3119,2,7,Conservative,1,63,0.7906759663577285,1,12,0.3942931976883675,2
3120,1,5,Conservative,1,67,1.0171366895680654,1,8,-1.2209602238277626,2
3122,2,7,Conservative,3,55,0.3377545199370547,1,12,0.3942931976883675,2
3126,1,3,Liberal,3,62,0.7340607855551442,1,12,0.3942931976883675,2
3127,3,4,Moderate,3,38,-0.624703553706877,2,12,0.3942931976883675,2
3129,2,5,Conservative,3,74,1.413442955186155,1,12,0.3942931976883675,2
3130,2,6,Conservative,2,65,0.9039063279628969,1,12,0.3942931976883675,2
3133,3,4,Moderate,1,59,0.5642152431473916,2,10,-0.4133335130696976,2
3138,2,4,Moderate,4,60,0.6208304239499758,2,12,0.3942931976883675,2
3140,3,6,Conservative,1,43,-0.341627649693956,1,12,0.3942931976883675,2
3141,3,5,Conservative,3,39,-0.5680883729042928,1,12,0.3942931976883675,2
3142,3,5,Conservative,3,78,1.6399036783964918,1,12,0.3942931976883675,2
3144,2,5,Conservative,0,42,-0.3982428304965402,1,12,0.3942931976883675,2
3147,2,6,Conservative,1,57,0.45098488154222316,2,4,-2.836213645343893,2
3148,2,4,Moderate,3,33,-0.9077794577197982,2,12,0.3942931976883675,2
3149,2,4,Moderate,1,69,1.1303670511732338,1,12,0.3942931976883675,2
3150,1,2,Liberal,2,64,0.8472911471603127,1,12,0.3942931976883675,2
3152,2,4,Moderate,2,70,1.186982231975818,2,12,0.3942931976883675,2
3153,2,6,Conservative,1,58,0.5076000623448074,1,12,0.3942931976883675,2
3157,2,4,Moderate,1,79,1.696518859199076,2,12,0.3942931976883675,2
3158,1,5,Conservative,0,31,-1.0210098193249666,2,9,-0.8171468684487302,2
3159,2,3,Liberal,1,26,-1.3040857233378877,1,12,0.3942931976883675,2
3161,2,2,Liberal,1,26,-1.3040857233378877,2,12,0.3942931976883675,2
3165,1,5,Conservative,2,67,1.0171366895680654,1,12,0.3942931976883675,2
3166,2,4,Moderate,1,18,-1.7570071697585614,1,9,-0.8171468684487302,2
3168,3,5,Conservative,2,37,-0.6813187345094613,2,12,0.3942931976883675,2
3169,2,4,Moderate,1,70,1.186982231975818,1,12,0.3942931976883675,2
3170,2,3,Liberal,1,43,-0.341627649693956,2,12,0.3942931976883675,2
3172,2,4,Moderate,0,62,0.7340607855551442,2,10,-0.4133335130696976,2
3173,2,1,Liberal,2,44,-0.2850124688913717,2,9,-0.8171468684487302,2
3175,3,4,Moderate,0,55,0.3377545199370547,1,10,-0.4133335130696976,2
3176,2,5,Conservative,1,72,1.3002125935809865,2,7,-1.6247735792067952,2
3177,2,4,Moderate,1,65,0.9039063279628969,2,12,0.3942931976883675,2
3178,2,4,Moderate,0,18,-1.7570071697585614,2,9,-0.8171468684487302,2
3182,2,4,Moderate,0,60,0.6208304239499758,1,1,-4.04765371148099,3
3183,2,7,Conservative,1,40,-0.5114731921017086,1,3,-3.2400270007229253,3
3184,2,3,Liberal,2,62,0.7340607855551442,1,12,0.3942931976883675,3
3185,3,4,Moderate,1,45,-0.2283972880887875,2,3,-3.2400270007229253,3
3186,2,4,Moderate,2,45,-0.2283972880887875,2,12,0.3942931976883675,3
3190,2,2,Liberal,1,30,-1.077625000127551,2,9,-0.8171468684487302,3
3194,2,5,Conservative,2,64,0.8472911471603127,2,11,-0.009520157690665056,3
3195,3,5,Conservative,0,60,0.6208304239499758,1,10,-0.4133335130696976,3
3196,1,4,Moderate,1,32,-0.9643946385223824,1,12,0.3942931976883675,3
3199,2,2,Liberal,1,62,0.7340607855551442,1,5,-2.4324002899648605,3
3200,2,3,Liberal,0,27,-1.2474705425353034,2,10,-0.4133335130696976,3
3203,1,4,Moderate,1,33,-0.9077794577197982,2,1,-4.04765371148099,3
3205,2,3,Liberal,1,57,0.45098488154222316,1,12,0.3942931976883675,3
3206,1,3,Liberal,2,66,0.9605215087654811,1,9,-0.8171468684487302,3
3207,2,4,Moderate,3,39,-0.5680883729042928,2,11,-0.009520157690665056,3
3208,2,5,Conservative,0,38,-0.624703553706877,1,10,-0.4133335130696976,3
3209,1,7,Conservative,1,75,1.470058135988739,1,9,-0.8171468684487302,3
3211,2,7,Conservative,0,73,1.3568277743835706,2,8,-1.2209602238277626,3
3213,1,4,Moderate,1,52,0.16790897752930203,1,11,-0.009520157690665056,3
3214,2,2,Liberal,2,34,-0.851164276917214,2,10,-0.4133335130696976,3
3215,2,1,Liberal,0,61,0.67744560475256,2,10,-0.4133335130696976,3
3218,2,1,Liberal,1,53,0.22452415833188627,2,9,-0.8171468684487302,3
3220,2,4,Moderate,0,43,-0.341627649693956,2,3,-3.2400270007229253,3
3221,1,2,Liberal,1,44,-0.2850124688913717,2,11,-0.009520157690665056,3
3226,2,2,Liberal,1,39,-0.5680883729042928,1,5,-2.4324002899648605,3
3227,3,4,Moderate,1,50,0.05467861592413359,2,11,-0.009520157690665056,3
3228,2,3,Liberal,2,28,-1.1908553617327193,2,9,-0.8171468684487302,3
3232,2,4,Moderate,1,29,-1.134240180930135,2,9,-0.8171468684487302,3
3233,2,4,Moderate,0,24,-1.4173160849430562,2,12,0.3942931976883675,3
3234,3,6,Conservative,0,80,1.7531340400016602,2,8,-1.2209602238277626,3
3235,1,4,Moderate,2,63,0.7906759663577285,1,12,0.3942931976883675,3
3236,3,3,Liberal,2,60,0.6208304239499758,2,12,0.3942931976883675,3
3238,3,5,Conservative,1,42,-0.3982428304965402,1,12,0.3942931976883675,3
3239,3,4,Moderate,0,30,-1.077625000127551,2,5,-2.4324002899648605,3
3241,3,2,Liberal,1,22,-1.5305464465482246,2,1,-4.04765371148099,3
3244,2,2,Liberal,2,66,0.9605215087654811,2,12,0.3942931976883675,3
3249,2,3,Liberal,0,64,0.8472911471603127,1,9,-0.8171468684487302,3
3250,2,3,Liberal,4,63,0.7906759663577285,2,12,0.3942931976883675,3
3251,3,4,Moderate,1,40,-0.5114731921017086,2,1,-4.04765371148099,3
3253,3,2,Liberal,1,25,-1.3607009041404718,1,12,0.3942931976883675,3
3254,3,6,Conservative,3,85,2.0362099440145816,1,12,0.3942931976883675,3
3256,1,2,Liberal,4,79,1.696518859199076,1,12,0.3942931976883675,3
3257,2,6,Conservative,1,67,1.0171366895680654,2,12,0.3942931976883675,3
3260,2,7,Conservative,1,83,1.922979582409413,2,11,-0.009520157690665056,3
3261,2,4,Moderate,4,45,-0.2283972880887875,2,12,0.3942931976883675,3
3262,2,4,Moderate,2,49,-0.00193656487845063,1,12,0.3942931976883675,3
3264,1,2,Liberal,1,75,1.470058135988739,1,12,0.3942931976883675,3
3265,1,6,Conservative,4,71,1.2435974127784022,2,12,0.3942931976883675,3
3267,1,4,Moderate,1,73,1.3568277743835706,1,12,0.3942931976883675,1
3268,2,5,Conservative,1,55,0.3377545199370547,1,10,-0.4133335130696976,1
3270,2,2,Liberal,1,44,-0.2850124688913717,2,1,-4.04765371148099,1
3271,1,4,Moderate,1,62,0.7340607855551442,2,11,-0.009520157690665056,1
3273,1,1,Liberal,0,48,-0.05855174568103485,1,12,0.3942931976883675,1
3274,1,3,Liberal,3,76,1.5266733167913233,2,12,0.3942931976883675,1
3275,3,4,Moderate,3,82,1.8663644016068286,2,12,0.3942931976883675,1
3276,3,1,Liberal,4,77,1.5832884975939077,2,12,0.3942931976883675,1
3277,2,4,Moderate,1,63,0.7906759663577285,2,12,0.3942931976883675,1
3279,2,2,Liberal,4,55,0.3377545199370547,2,12,0.3942931976883675,1
3282,2,6,Conservative,1,71,1.2435974127784022,1,12,0.3942931976883675,1
3283,3,6,Conservative,1,76,1.5266733167913233,2,12,0.3942931976883675,1
3285,2,6,Conservative,3,75,1.470058135988739,2,10,-0.4133335130696976,1
3290,2,4,Moderate,1,29,-1.134240180930135,2,12,0.3942931976883675,1
3292,1,4,Moderate,1,77,1.5832884975939077,2,12,0.3942931976883675,1
3295,2,3,Liberal,1,58,0.5076000623448074,1,12,0.3942931976883675,1
3296,2,7,Conservative,1,46,-0.1717821072862033,1,9,-0.8171468684487302,1
3297,3,1,Liberal,1,27,-1.2474705425353034,1,12,0.3942931976883675,1
3299,1,3,Liberal,4,73,1.3568277743835706,2,12,0.3942931976883675,1
3300,1,5,Conservative,2,60,0.6208304239499758,2,12,0.3942931976883675,1
3301,2,4,Moderate,1,24,-1.4173160849430562,1,12,0.3942931976883675,1
3303,2,2,Liberal,4,39,-0.5680883729042928,1,12,0.3942931976883675,1
3305,1,3,Liberal,4,84,1.9795947632119972,1,4,-2.836213645343893,1
3308,2,1,Liberal,4,51,0.11129379672671781,2,12,0.3942931976883675,1
3309,2,3,Liberal,4,69,1.1303670511732338,2,12,0.3942931976883675,1
3310,2,4,Moderate,1,35,-0.7945490961146298,2,12,0.3942931976883675,3
3311,2,6,Conservative,3,64,0.8472911471603127,2,12,0.3942931976883675,3
3312,1,4,Moderate,1,22,-1.5305464465482246,2,11,-0.009520157690665056,3
3313,1,4,Moderate,1,22,-1.5305464465482246,1,11,-0.009520157690665056,3
3315,3,1,Liberal,4,44,-0.2850124688913717,1,12,0.3942931976883675,4
3316,3,4,Moderate,1,46,-0.1717821072862033,1,12,0.3942931976883675,3
3318,2,4,Moderate,1,38,-0.624703553706877,2,12,0.3942931976883675,3
3320,2,4,Moderate,3,37,-0.6813187345094613,2,12,0.3942931976883675,4
3322,2,2,Liberal,1,67,1.0171366895680654,1,12,0.3942931976883675,3
3326,2,4,Moderate,1,20,-1.643776808153393,2,8,-1.2209602238277626,2
3328,2,5,Conservative,3,63,0.7906759663577285,1,12,0.3942931976883675,4
3329,3,3,Liberal,3,22,-1.5305464465482246,2,2,-3.643840356101958,3
3330,2,4,Moderate,1,63,0.7906759663577285,2,1,-4.04765371148099,2
3332,2,2,Liberal,4,71,1.2435974127784022,1,12,0.3942931976883675,4
3333,1,4,Moderate,1,29,-1.134240180930135,2,12,0.3942931976883675,3
3334,2,3,Liberal,3,60,0.6208304239499758,1,12,0.3942931976883675,4
3335,2,4,Moderate,4,61,0.67744560475256,2,12,0.3942931976883675,3
3338,3,4,Moderate,3,35,-0.7945490961146298,1,12,0.3942931976883675,4
3339,3,2,Liberal,1,40,-0.5114731921017086,1,12,0.3942931976883675,2
3341,2,5,Conservative,1,34,-0.851164276917214,2,12,0.3942931976883675,4
3342,2,6,Conservative,3,56,0.3943697007396389,2,12,0.3942931976883675,4
3343,2,4,Moderate,1,57,0.45098488154222316,2,12,0.3942931976883675,4
3347,2,3,Liberal,0,37,-0.6813187345094613,2,12,0.3942931976883675,2
3348,2,4,Moderate,1,64,0.8472911471603127,1,12,0.3942931976883675,2
3349,2,4,Moderate,1,40,-0.5114731921017086,1,1,-4.04765371148099,4
3351,2,4,Moderate,3,53,0.22452415833188627,2,12,0.3942931976883675,4
3352,1,4,Moderate,1,36,-0.7379339153120456,1,6,-2.0285869345858276,2
3353,1,4,Moderate,1,60,0.6208304239499758,2,11,-0.009520157690665056,3
3354,3,1,Liberal,3,39,-0.5680883729042928,2,12,0.3942931976883675,4
3356,1,7,Conservative,2,48,-0.05855174568103485,2,12,0.3942931976883675,3
3357,2,4,Moderate,2,32,-0.9643946385223824,1,12,0.3942931976883675,2
3359,2,3,Liberal,1,19,-1.7003919889559773,2,8,-1.2209602238277626,2
3360,3,1,Liberal,3,29,-1.134240180930135,1,12,0.3942931976883675,4
3365,3,4,Moderate,1,23,-1.4739312657456405,1,12,0.3942931976883675,3
3366,2,4,Moderate,1,62,0.7340607855551442,1,10,-0.4133335130696976,2
3367,2,4,Moderate,1,23,-1.4739312657456405,1,12,0.3942931976883675,3
3369,1,3,Liberal,0,32,-0.9643946385223824,NA,1,-4.04765371148099,2
3370,2,1,Liberal,2,26,-1.3040857233378877,1,10,-0.4133335130696976,3
3371,2,6,Conservative,1,65,0.9039063279628969,1,12,0.3942931976883675,4
3372,3,4,Moderate,1,44,-0.2850124688913717,1,12,0.3942931976883675,4
3373,2,2,Liberal,1,34,-0.851164276917214,1,12,0.3942931976883675,4
3375,2,4,Moderate,1,31,-1.0210098193249666,1,10,-0.4133335130696976,4
3376,2,2,Liberal,3,23,-1.4739312657456405,2,2,-3.643840356101958,1
3380,2,6,Conservative,1,40,-0.5114731921017086,1,12,0.3942931976883675,4
3384,2,4,Moderate,4,85,2.0362099440145816,1,12,0.3942931976883675,4
3385,2,3,Liberal,3,22,-1.5305464465482246,2,12,0.3942931976883675,1
3386,3,3,Liberal,3,49,-0.00193656487845063,1,12,0.3942931976883675,4
3387,2,4,Moderate,1,24,-1.4173160849430562,1,12,0.3942931976883675,4
3388,3,4,Moderate,2,48,-0.05855174568103485,2,12,0.3942931976883675,3
3390,1,6,Conservative,1,44,-0.2850124688913717,1,12,0.3942931976883675,2
3391,2,6,Conservative,1,59,0.5642152431473916,1,12,0.3942931976883675,3
3392,1,7,Conservative,1,37,-0.6813187345094613,1,4,-2.836213645343893,4
3396,2,4,Moderate,1,24,-1.4173160849430562,2,3,-3.2400270007229253,4
3398,2,4,Moderate,1,33,-0.9077794577197982,1,12,0.3942931976883675,3
3399,2,5,Conservative,1,70,1.186982231975818,1,12,0.3942931976883675,3
3401,3,4,Moderate,1,21,-1.587161627350809,2,1,-4.04765371148099,4
3402,1,2,Liberal,3,69,1.1303670511732338,2,11,-0.009520157690665056,1
3403,1,1,Liberal,1,59,0.5642152431473916,1,12,0.3942931976883675,1
3405,3,4,Moderate,1,33,-0.9077794577197982,1,12,0.3942931976883675,1
3407,2,4,Moderate,4,37,-0.6813187345094613,2,12,0.3942931976883675,4
3410,2,5,Conservative,2,47,-0.11516692648361908,1,12,0.3942931976883675,4
3418,2,2,Liberal,3,39,-0.5680883729042928,2,12,0.3942931976883675,4
3420,3,5,Conservative,1,56,0.3943697007396389,2,12,0.3942931976883675,3
3422,3,1,Liberal,0,40,-0.5114731921017086,NA,12,0.3942931976883675,3
3424,2,4,Moderate,3,24,-1.4173160849430562,1,12,0.3942931976883675,3
3425,1,5,Conservative,3,57,0.45098488154222316,1,12,0.3942931976883675,2
3426,2,1,Liberal,4,69,1.1303670511732338,2,12,0.3942931976883675,2
3427,3,3,Liberal,0,69,1.1303670511732338,1,12,0.3942931976883675,1
3429,1,2,Liberal,1,44,-0.2850124688913717,1,12,0.3942931976883675,4
3430,2,4,Moderate,1,61,0.67744560475256,1,12,0.3942931976883675,3
3431,3,3,Liberal,4,29,-1.134240180930135,1,12,0.3942931976883675,3
3432,2,3,Liberal,3,71,1.2435974127784022,2,12,0.3942931976883675,3
3436,3,4,Moderate,1,29,-1.134240180930135,2,12,0.3942931976883675,2
3437,2,2,Liberal,1,59,0.5642152431473916,1,12,0.3942931976883675,3
3440,1,4,Moderate,1,67,1.0171366895680654,2,12,0.3942931976883675,4
3444,2,1,Liberal,4,36,-0.7379339153120456,2,12,0.3942931976883675,2
3445,2,2,Liberal,1,20,-1.643776808153393,2,1,-4.04765371148099,1
3447,2,5,Conservative,1,72,1.3002125935809865,1,12,0.3942931976883675,1
3449,1,3,Liberal,4,40,-0.5114731921017086,1,12,0.3942931976883675,3
3451,2,4,Moderate,1,68,1.0737518703706497,2,12,0.3942931976883675,4
3453,2,6,Conservative,1,33,-0.9077794577197982,1,12,0.3942931976883675,4
3454,2,6,Conservative,1,20,-1.643776808153393,2,10,-0.4133335130696976,3
3456,3,3,Liberal,3,34,-0.851164276917214,1,5,-2.4324002899648605,3
3458,2,2,Liberal,4,37,-0.6813187345094613,1,12,0.3942931976883675,3
3459,2,4,Moderate,2,28,-1.1908553617327193,2,10,-0.4133335130696976,3
3461,3,4,Moderate,1,42,-0.3982428304965402,2,12,0.3942931976883675,1
3463,2,4,Moderate,3,35,-0.7945490961146298,2,12,0.3942931976883675,4
3464,1,4,Moderate,3,24,-1.4173160849430562,1,12,0.3942931976883675,3
3467,1,4,Moderate,3,40,-0.5114731921017086,2,12,0.3942931976883675,4
3468,3,4,Moderate,4,29,-1.134240180930135,1,12,0.3942931976883675,4
3469,1,4,Moderate,1,26,-1.3040857233378877,1,12,0.3942931976883675,3
3470,1,6,Conservative,1,19,-1.7003919889559773,2,12,0.3942931976883675,4
3471,3,1,Liberal,1,44,-0.2850124688913717,1,12,0.3942931976883675,2
3472,2,4,Moderate,1,19,-1.7003919889559773,1,12,0.3942931976883675,4
3473,2,6,Conservative,1,61,0.67744560475256,2,12,0.3942931976883675,1
3474,3,3,Liberal,0,37,-0.6813187345094613,1,4,-2.836213645343893,4
3477,2,3,Liberal,4,40,-0.5114731921017086,2,12,0.3942931976883675,3
3478,1,4,Moderate,1,35,-0.7945490961146298,2,12,0.3942931976883675,3
3479,3,4,Moderate,1,29,-1.134240180930135,1,12,0.3942931976883675,4
3484,3,3,Liberal,1,34,-0.851164276917214,1,12,0.3942931976883675,3
3486,2,4,Moderate,1,59,0.5642152431473916,2,10,-0.4133335130696976,2
3487,2,3,Liberal,4,41,-0.4548580112991244,1,12,0.3942931976883675,3
3488,2,3,Liberal,2,26,-1.3040857233378877,1,12,0.3942931976883675,4
3489,1,4,Moderate,3,44,-0.2850124688913717,2,11,-0.009520157690665056,1
3491,2,3,Liberal,0,32,-0.9643946385223824,1,3,-3.2400270007229253,2
3494,2,2,Liberal,3,52,0.16790897752930203,1,12,0.3942931976883675,1
3495,1,4,Moderate,3,58,0.5076000623448074,2,11,-0.009520157690665056,3
3496,2,4,Moderate,0,28,-1.1908553617327193,2,2,-3.643840356101958,2
3499,1,3,Liberal,4,42,-0.3982428304965402,1,12,0.3942931976883675,4
3500,2,6,Conservative,4,40,-0.5114731921017086,1,12,0.3942931976883675,2
3501,1,4,Moderate,1,33,-0.9077794577197982,2,1,-4.04765371148099,1
3502,2,4,Moderate,4,49,-0.00193656487845063,2,12,0.3942931976883675,2
3503,2,6,Conservative,0,52,0.16790897752930203,1,12,0.3942931976883675,4
3505,1,7,Conservative,1,74,1.413442955186155,2,12,0.3942931976883675,3
3506,2,5,Conservative,1,54,0.2811393391344705,1,12,0.3942931976883675,1
3507,3,2,Liberal,1,31,-1.0210098193249666,2,10,-0.4133335130696976,2
3508,3,3,Liberal,1,32,-0.9643946385223824,1,12,0.3942931976883675,2
3509,2,4,Moderate,1,27,-1.2474705425353034,2,12,0.3942931976883675,3
3510,2,4,Moderate,1,75,1.470058135988739,2,12,0.3942931976883675,3
3511,2,4,Moderate,3,41,-0.4548580112991244,2,12,0.3942931976883675,3
3512,2,4,Moderate,1,62,0.7340607855551442,2,12,0.3942931976883675,2
3513,3,4,Moderate,1,32,-0.9643946385223824,2,1,-4.04765371148099,2
3514,3,2,Liberal,3,38,-0.624703553706877,2,12,0.3942931976883675,1
3515,3,6,Conservative,3,36,-0.7379339153120456,1,12,0.3942931976883675,3
3516,1,5,Conservative,1,62,0.7340607855551442,2,9,-0.8171468684487302,3
3517,3,2,Liberal,4,58,0.5076000623448074,1,12,0.3942931976883675,4
3519,2,2,Liberal,2,40,-0.5114731921017086,2,12,0.3942931976883675,3
3520,2,4,Moderate,3,29,-1.134240180930135,2,12,0.3942931976883675,4
3523,2,4,Moderate,1,73,1.3568277743835706,1,12,0.3942931976883675,2
3526,3,4,Moderate,3,28,-1.1908553617327193,2,12,0.3942931976883675,4
3528,3,4,Moderate,1,49,-0.00193656487845063,1,12,0.3942931976883675,2
3529,2,6,Conservative,2,44,-0.2850124688913717,1,12,0.3942931976883675,4
3533,2,4,Moderate,3,36,-0.7379339153120456,2,12,0.3942931976883675,1
3537,2,4,Moderate,1,26,-1.3040857233378877,2,12,0.3942931976883675,3
3542,3,1,Liberal,2,38,-0.624703553706877,2,12,0.3942931976883675,3
3545,2,3,Liberal,0,27,-1.2474705425353034,2,12,0.3942931976883675,4
3546,1,4,Moderate,3,31,-1.0210098193249666,2,12,0.3942931976883675,3
3549,2,2,Liberal,2,64,0.8472911471603127,1,1,-4.04765371148099,2
3553,2,4,Moderate,1,55,0.3377545199370547,1,12,0.3942931976883675,2
3554,1,2,Liberal,1,43,-0.341627649693956,1,12,0.3942931976883675,3
3556,2,5,Conservative,4,58,0.5076000623448074,2,12,0.3942931976883675,1
3557,1,5,Conservative,2,65,0.9039063279628969,2,12,0.3942931976883675,4
3558,1,2,Liberal,3,36,-0.7379339153120456,1,12,0.3942931976883675,4
3560,2,4,Moderate,3,53,0.22452415833188627,1,12,0.3942931976883675,4
3561,1,3,Liberal,1,71,1.2435974127784022,1,12,0.3942931976883675,1
3563,2,5,Conservative,1,44,-0.2850124688913717,2,11,-0.009520157690665056,2
3564,3,2,Liberal,3,21,-1.587161627350809,2,12,0.3942931976883675,4
3565,3,4,Moderate,3,27,-1.2474705425353034,2,12,0.3942931976883675,3
3566,2,4,Moderate,0,30,-1.077625000127551,2,12,0.3942931976883675,3
3567,2,5,Conservative,1,38,-0.624703553706877,1,12,0.3942931976883675,3
3569,2,4,Moderate,2,51,0.11129379672671781,2,12,0.3942931976883675,1
3572,1,4,Moderate,4,33,-0.9077794577197982,1,5,-2.4324002899648605,4
3573,2,4,Moderate,1,52,0.16790897752930203,2,12,0.3942931976883675,3
3577,2,3,Liberal,3,29,-1.134240180930135,2,12,0.3942931976883675,4
3578,3,6,Conservative,3,48,-0.05855174568103485,1,12,0.3942931976883675,1
3581,1,2,Liberal,3,43,-0.341627649693956,1,12,0.3942931976883675,4
3582,3,4,Moderate,1,64,0.8472911471603127,1,3,-3.2400270007229253,4
3584,2,2,Liberal,3,41,-0.4548580112991244,2,12,0.3942931976883675,3
3585,3,4,Moderate,3,69,1.1303670511732338,2,3,-3.2400270007229253,4
3588,1,5,Conservative,3,52,0.16790897752930203,1,12,0.3942931976883675,3
3589,2,5,Conservative,3,65,0.9039063279628969,1,12,0.3942931976883675,4
3590,3,4,Moderate,1,52,0.16790897752930203,2,12,0.3942931976883675,3
3592,3,4,Moderate,1,24,-1.4173160849430562,1,11,-0.009520157690665056,3
3594,2,4,Moderate,2,66,0.9605215087654811,2,12,0.3942931976883675,4
3596,2,3,Liberal,2,39,-0.5680883729042928,1,12,0.3942931976883675,3
3598,3,1,Liberal,1,27,-1.2474705425353034,1,12,0.3942931976883675,2
3600,3,7,Conservative,1,41,-0.4548580112991244,1,12,0.3942931976883675,3
3601,3,4,Moderate,1,47,-0.11516692648361908,2,12,0.3942931976883675,4
3603,2,4,Moderate,1,22,-1.5305464465482246,1,11,-0.009520157690665056,2
3604,3,4,Moderate,3,53,0.22452415833188627,2,12,0.3942931976883675,2
3606,2,6,Conservative,1,39,-0.5680883729042928,1,12,0.3942931976883675,4
3608,2,2,Liberal,3,66,0.9605215087654811,2,12,0.3942931976883675,2
3610,1,4,Moderate,1,20,-1.643776808153393,2,12,0.3942931976883675,3
3614,2,5,Conservative,4,31,-1.0210098193249666,1,12,0.3942931976883675,1
3615,2,2,Liberal,2,48,-0.05855174568103485,2,4,-2.836213645343893,2
3616,3,2,Liberal,1,48,-0.05855174568103485,2,12,0.3942931976883675,2
3617,3,4,Moderate,1,51,0.11129379672671781,1,12,0.3942931976883675,3
3619,3,3,Liberal,1,42,-0.3982428304965402,1,12,0.3942931976883675,1
3620,3,4,Moderate,1,60,0.6208304239499758,1,12,0.3942931976883675,3
3621,2,4,Moderate,3,30,-1.077625000127551,2,12,0.3942931976883675,3
3622,2,6,Conservative,1,44,-0.2850124688913717,2,12,0.3942931976883675,3
3623,2,3,Liberal,4,67,1.0171366895680654,2,12,0.3942931976883675,4
3625,3,5,Conservative,1,34,-0.851164276917214,2,12,0.3942931976883675,3
3627,3,7,Conservative,1,38,-0.624703553706877,2,12,0.3942931976883675,1
3628,2,4,Moderate,4,27,-1.2474705425353034,2,12,0.3942931976883675,3
3629,2,2,Liberal,4,55,0.3377545199370547,2,12,0.3942931976883675,3
3632,2,2,Liberal,1,26,-1.3040857233378877,2,3,-3.2400270007229253,4
3633,2,2,Liberal,1,39,-0.5680883729042928,2,12,0.3942931976883675,3
3634,3,7,Conservative,1,28,-1.1908553617327193,1,12,0.3942931976883675,4
3635,1,3,Liberal,4,33,-0.9077794577197982,2,12,0.3942931976883675,4
3637,2,4,Moderate,3,36,-0.7379339153120456,1,12,0.3942931976883675,1
3638,3,2,Liberal,1,51,0.11129379672671781,1,12,0.3942931976883675,3
3639,2,4,Moderate,2,34,-0.851164276917214,1,5,-2.4324002899648605,3
3640,3,4,Moderate,2,43,-0.341627649693956,2,12,0.3942931976883675,3
3641,2,4,Moderate,1,57,0.45098488154222316,2,1,-4.04765371148099,4
3642,2,4,Moderate,1,55,0.3377545199370547,2,12,0.3942931976883675,3
3643,3,2,Liberal,1,54,0.2811393391344705,2,12,0.3942931976883675,1
3646,3,2,Liberal,0,28,-1.1908553617327193,2,12,0.3942931976883675,3
3648,1,4,Moderate,1,46,-0.1717821072862033,1,12,0.3942931976883675,3
3649,3,6,Conservative,0,44,-0.2850124688913717,1,12,0.3942931976883675,3
3650,2,4,Moderate,1,19,-1.7003919889559773,1,12,0.3942931976883675,3
3652,2,4,Moderate,4,41,-0.4548580112991244,2,12,0.3942931976883675,1
3653,3,2,Liberal,3,28,-1.1908553617327193,1,12,0.3942931976883675,3
3655,3,2,Liberal,4,56,0.3943697007396389,1,12,0.3942931976883675,4
3658,3,3,Liberal,3,51,0.11129379672671781,1,12,0.3942931976883675,1
3659,1,2,Liberal,1,58,0.5076000623448074,1,7,-1.6247735792067952,3
3662,1,1,Liberal,1,26,-1.3040857233378877,1,12,0.3942931976883675,4
