parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,khat
z_alpha[1],0.5642732281107,NA,0.6167125836391464,-0.6159591249999998,0.149563,0.5534745,0.9688335,1.8138812500000001,NA,0.9872704012118032
z_alpha[2],-0.62292272634975,NA,0.7897474844541315,-2.15245925,-1.1407325,-0.6325875000000001,-0.090231,0.9342599750000002,NA,0.9794971245174252
z_alpha[3],0.201553789475,NA,0.7929218467515284,-1.3705967499999998,-0.31808349999999996,0.186087,0.75240875,1.7318862500000005,NA,1.0436813740178654
alpha[1],0.73416577625,NA,0.075926384000119,0.6049003250000001,0.6862535,0.7280774999999999,0.77455875,0.8976222750000002,NA,1.0253877711657273
alpha[2],0.649388152775,NA,0.08491156632621133,0.4617253,0.6058625,0.654895,0.700965,0.791740175,NA,1.036635456681399
alpha[3],0.70787789975,NA,0.08422030716395486,0.5564937249999999,0.65954075,0.704349,0.75338775,0.8893225249999999,NA,1.0162977672724753
log_lik[1],-1.999715585,NA,0.12986379284670113,-2.25360175,-2.0891125,-2.000725,-1.91534,-1.73914575,NA,1.0551242349365462
log_lik[2],-0.545654115,NA,0.01484874060161799,-0.576534925,-0.5550127499999999,-0.545194,-0.53579825,-0.5173429,NA,1.0564295666053214
log_lik[3],-1.64721065,NA,0.15012142844443305,-1.9508982499999998,-1.746475,-1.6424699999999999,-1.5434649999999999,-1.3654249999999999,NA,1.03826041780778
log_lik[4],-0.5465942755,NA,0.01544876409573337,-0.5781531500000001,-0.5559215,-0.5458864999999999,-0.5367440000000001,-0.5188035000000001,NA,1.0576210095308731
log_lik[5],-0.555825761,NA,0.020827836086086446,-0.6008706500000001,-0.56808975,-0.554407,-0.54154775,-0.519960725,NA,1.05581329071213
log_lik[6],-1.2267885885,NA,0.11348684604587446,-1.46059625,-1.3003175,-1.22287,-1.149375,-1.01683525,NA,1.0501278285481637
log_lik[7],-0.549347797,NA,0.019428792052748643,-0.5951458000000001,-0.56013875,-0.547512,-0.53615225,-0.516906825,NA,1.0612637752087788
log_lik[8],-1.166608656,NA,0.11979589908375209,-1.4102507499999999,-1.246345,-1.16489,-1.0818425,-0.944701675,NA,1.0417404058017294
log_lik[9],-1.766618565,NA,0.11956774112201024,-1.9985315,-1.8463725,-1.765255,-1.686345,-1.53004775,NA,1.057514604860542
log_lik[10],-1.2251198375,NA,0.09717653878296999,-1.415999,-1.2902225,-1.223335,-1.1595975,-1.0364259999999998,NA,1.0468501036922155
log_lik[11],-1.59174191425,NA,0.11968621295519287,-1.8311300000000001,-1.671865,-1.59073,-1.5132275,-1.354531,NA,1.058113688440067
log_lik[12],-0.546596195,NA,0.014351397965036811,-0.575837975,-0.5556497499999999,-0.5461944999999999,-0.537177,-0.51947225,NA,1.0612332105872946
log_lik[13],-0.5435866925,NA,0.015256820013773403,-0.57474185,-0.553431,-0.5430625,-0.5335105,-0.5152355999999999,NA,1.0589667043893545
log_lik[14],-1.34625052825,NA,0.0829186427382925,-1.5044905000000002,-1.3990575,-1.346605,-1.2937325,-1.18390875,NA,1.059466103216114
log_lik[15],-1.778815285,NA,0.09799217567179533,-1.96387675,-1.8438024999999998,-1.779805,-1.7168875,-1.578787,NA,1.0539324958373677
log_lik[16],-0.54390592175,NA,0.01478919538357821,-0.573297825,-0.5533239999999999,-0.5435685,-0.5339167499999999,-0.5160333500000001,NA,1.0580791697926333
log_lik[17],-0.59641314475,NA,0.034408564224401986,-0.6770834,-0.6151165000000001,-0.5920654999999999,-0.5727835,-0.542557825,NA,1.0464144305719885
log_lik[18],-1.5176021455,NA,0.15032782503676068,-1.81778025,-1.6170475,-1.5138150000000001,-1.4156499999999999,-1.2347374999999998,NA,1.0405235837386955
log_lik[19],-1.360016684,NA,0.14053133402365933,-1.64421075,-1.45246,-1.3599549999999998,-1.2657425,-1.0902779999999999,NA,1.050233621569046
log_lik[20],-0.54386070625,NA,0.013980884973781998,-0.5718639750000001,-0.55297725,-0.543607,-0.5346249999999999,-0.516734325,NA,1.0587151738347778
log_lik[21],-1.62342863,NA,0.1348909341547919,-1.8873967499999997,-1.7130174999999999,-1.62065,-1.5318224999999999,-1.3675945,NA,1.0583700044047992
log_lik[22],-0.54285639775,NA,0.013806788591245468,-0.5696588499999999,-0.55192325,-0.542337,-0.53378525,-0.5163977249999999,NA,1.0609364983365321
log_lik[23],-1.8120240675,NA,0.13433039136971878,-2.0811035,-1.9007375,-1.8112300000000001,-1.721725,-1.55261975,NA,1.0355658916279067
log_lik[24],-0.65451883875,NA,0.04186620279468107,-0.745637775,-0.6802105,-0.6518075000000001,-0.6255999999999999,-0.5805627499999999,NA,1.0508378852260412
log_lik[25],-0.557054104,NA,0.020752091514079623,-0.60168215,-0.5691045,-0.555632,-0.5429505000000001,-0.52095055,NA,1.0599242981632024
log_lik[26],-1.4544650825,NA,0.101693228304858,-1.65675075,-1.51999,-1.45096,-1.3852375000000001,-1.2660875,NA,1.0220214390560678
log_lik[27],-0.59062711775,NA,0.03252389857084244,-0.666421075,-0.6081482500000001,-0.5867095,-0.5683825,-0.5397306,NA,1.0472727973839042
log_lik[28],-1.54609317,NA,0.12898317082022687,-1.80921025,-1.6306225,-1.5451199999999998,-1.4590275,-1.2953294999999998,NA,1.038752464412564
log_lik[29],-1.7155407325,NA,0.12075686455755996,-1.9552642500000001,-1.7956275,-1.7125650000000001,-1.636565,-1.48417825,NA,1.0446947726119098
log_lik[30],-1.40811205525,NA,0.12415659079486732,-1.65892375,-1.4898925,-1.40733,-1.3256649999999999,-1.1646225,NA,1.056529660155019
log_lik[31],-1.6807582065,NA,0.11932492084575658,-1.9162057499999998,-1.76014,-1.68039,-1.6027525,-1.4456992499999999,NA,1.048428134907371
log_lik[32],-1.5861391,NA,0.08579474077282413,-1.7628757499999999,-1.6376925,-1.58271,-1.5303025,-1.43007475,NA,1.0526503500665736
log_lik[33],-1.14508197525,NA,0.11613066182270936,-1.3823824999999998,-1.2214749999999999,-1.14176,-1.0700749999999999,-0.920609575,NA,1.0556086087279852
log_lik[34],-1.61020503,NA,0.15128032907004124,-1.91411625,-1.7131525,-1.607945,-1.5062349999999998,-1.3210187500000001,NA,1.0579751637089478
log_lik[35],-1.548199455,NA,0.11332297173205234,-1.771005,-1.6246049999999999,-1.54903,-1.4724675,-1.32520575,NA,1.0491461539124096
log_lik[36],-0.551966519,NA,0.017335091437743488,-0.5894100999999999,-0.5625745,-0.5505724999999999,-0.54021575,-0.5213658000000001,NA,1.0612109002006396
log_lik[37],-0.57497759475,NA,0.028644907529155404,-0.641652975,-0.59074125,-0.570902,-0.55448575,-0.5307607,NA,1.0508368477144967
log_lik[38],-0.542931393,NA,0.014476484117013659,-0.5722083499999999,-0.5520645,-0.542616,-0.5335225,-0.515318625,NA,1.0587460526873556
log_lik[39],-0.5964819035,NA,0.03725993359313095,-0.678636225,-0.61952275,-0.5920719999999999,-0.5693267499999999,-0.536310075,NA,1.0481110150382116
log_lik[40],-1.4058627175,NA,0.11523087297122941,-1.6375405,-1.47897,-1.403505,-1.32564,-1.1812585000000002,NA,1.0701175773880116
log_lik[41],-1.52753024925,NA,0.12583905487898986,-1.7727237500000002,-1.6088574999999998,-1.52711,-1.4470075,-1.2794079999999999,NA,1.0434393299077458
log_lik[42],-0.5869757605,NA,0.03151805299074202,-0.6556881250000001,-0.606531,-0.584274,-0.5642395,-0.5344833,NA,1.055475257703876
log_lik[43],-2.0870941100000002,NA,0.12870015137791824,-2.34297125,-2.1722150000000005,-2.0837399999999997,-1.9995850000000002,-1.8433985,NA,1.0409680145195352
log_lik[44],-0.559154616,NA,0.0205103057241541,-0.602507175,-0.572079,-0.5581405,-0.5444960000000001,-0.522205525,NA,1.060474064809985
log_lik[45],-1.32755565275,NA,0.09868796451921778,-1.517781,-1.393645,-1.32758,-1.2621099999999998,-1.1377385,NA,1.0455768879290919
log_lik[46],-0.54926300475,NA,0.017010671532297666,-0.58345445,-0.560449,-0.5487975,-0.5375585,-0.51708465,NA,1.0582174637208246
log_lik[47],-0.54443794675,NA,0.014769762742247412,-0.5740114500000001,-0.5537354999999999,-0.5439735,-0.5345165,-0.516806475,NA,1.0598006931973445
log_lik[48],-1.6682697375,NA,0.15023332524346786,-1.96682375,-1.76844,-1.66563,-1.5679675000000002,-1.3841975000000002,NA,1.0440209056649437
log_lik[49],-0.6097390945,NA,0.044631084646115704,-0.713970175,-0.6348962499999999,-0.603936,-0.577902,-0.539146625,NA,1.0481054028178391
log_lik[50],-1.32658444375,NA,0.11298888292167207,-1.5534317500000001,-1.3998549999999998,-1.32606,-1.25143,-1.1117815,NA,1.0378647388052
log_lik[51],-1.45890466,NA,0.10832314816806998,-1.68597625,-1.5286425,-1.4535300000000002,-1.38503,-1.2588677499999998,NA,1.0652728757043552
log_lik[52],-1.87239689,NA,0.11096744633907119,-2.0913352499999998,-1.943695,-1.869145,-1.7996124999999998,-1.6623597499999998,NA,1.0240578634137327
log_lik[53],-0.542714309,NA,0.014369073854788965,-0.5711999000000001,-0.55202925,-0.542282,-0.533235,-0.5152075,NA,1.0579822523637887
log_lik[54],-0.56589002825,NA,0.023064944889705334,-0.614887,-0.5796165,-0.5643,-0.55020875,-0.526176975,NA,1.0593952310151111
log_lik[55],-1.507164795,NA,0.10684779344468924,-1.714558,-1.5792875,-1.50885,-1.434865,-1.3010087499999998,NA,1.04725719969206
log_lik[56],-1.6452701625,NA,0.11766344550688085,-1.8722735000000001,-1.72643,-1.64727,-1.5658525,-1.4123712499999999,NA,1.0467567291584743
log_lik[57],-1.9119799625,NA,0.09885125395955256,-2.095893,-1.97729,-1.91281,-1.8479575,-1.7153884999999995,NA,1.0424031387197972
log_lik[58],-0.62214820875,NA,0.04775859731364092,-0.7295113249999999,-0.6499869999999999,-0.6169720000000001,-0.58735275,-0.5448869,NA,1.0569041260275385
log_lik[59],-1.508310235,NA,0.11127307275987819,-1.73509825,-1.5780425,-1.5076399999999999,-1.43263,-1.2986874999999998,NA,1.051223587925977
log_lik[60],-1.25508169825,NA,0.09083547328748011,-1.44441475,-1.311925,-1.2520449999999999,-1.1935075000000002,-1.094739,NA,1.0401882903268216
log_lik[61],-1.402832924,NA,0.175215758182595,-1.76970525,-1.5154075000000002,-1.396485,-1.2796349999999999,-1.0799682499999999,NA,1.0852778007462842
log_lik[62],-0.5623752105000001,NA,0.021857841111274038,-0.609506025,-0.57609475,-0.560999,-0.54659525,-0.524075725,NA,1.0607882015004615
log_lik[63],-0.568954682,NA,0.0322399988879024,-0.648964875,-0.58652675,-0.562956,-0.54603825,-0.52293275,NA,1.050884231352623
log_lik[64],-0.54832825475,NA,0.018226828440285513,-0.5883374000000001,-0.55895875,-0.5471839999999999,-0.53623175,-0.516482625,NA,1.0595529913308912
log_lik[65],-0.54476734525,NA,0.014840536276303983,-0.5749755000000001,-0.5542732499999999,-0.5441805,-0.53478075,-0.517416475,NA,1.0600503530842036
log_lik[66],-0.551510034,NA,0.01803757286706216,-0.591196725,-0.5614985,-0.5499164999999999,-0.53971675,-0.5215141,NA,1.0516473740670154
log_lik[67],-1.3210288505,NA,0.17273958128779582,-1.6765025,-1.433505,-1.31493,-1.1995275,-0.9976241499999999,NA,1.0698373255926354
log_lik[68],-1.6715418475,NA,0.09659666659290554,-1.86620525,-1.7341175,-1.6675900000000001,-1.6059174999999999,-1.492041,NA,1.0295138786919216
log_lik[69],-1.929180465,NA,0.10858894268387588,-2.151513,-1.999315,-1.9252500000000001,-1.85626,-1.72621,NA,1.032641975508588
log_lik[70],-2.1014461225,NA,0.19096731004000608,-2.4816730000000002,-2.2256925,-2.101105,-1.973395,-1.73126675,NA,1.039780809911705
log_lik[71],-1.28391576025,NA,0.12418416694793631,-1.53839375,-1.3642975,-1.27976,-1.2006725,-1.0449745,NA,1.0524531188156896
log_lik[72],-1.75648228,NA,0.11914067791663445,-1.99435575,-1.8328975,-1.754165,-1.678665,-1.52650675,NA,1.0428071537567385
log_lik[73],-1.18050177225,NA,0.1306485995905125,-1.4505365,-1.26723,-1.17662,-1.087455,-0.9406934499999999,NA,1.0579395541266987
log_lik[74],-0.565821803,NA,0.02238596607163582,-0.616639975,-0.57919925,-0.563478,-0.5500305,-0.52767245,NA,1.0572353219329957
log_lik[75],-0.54786527275,NA,0.01774582449278107,-0.5864969749999999,-0.55840675,-0.5466435000000001,-0.535814,-0.516297825,NA,1.057754722727165
log_lik[76],-0.55588523575,NA,0.018884349295574133,-0.5974401750000001,-0.56692575,-0.554242,-0.54301675,-0.52323635,NA,1.0601139247778586
log_lik[77],-1.5380701325,NA,0.1235086734967009,-1.78414075,-1.62029,-1.5346950000000001,-1.4544224999999997,-1.3063395000000002,NA,1.0639048175390384
log_lik[78],-1.140475205,NA,0.12746497700216716,-1.4033192500000002,-1.22274,-1.137045,-1.054595,-0.899268275,NA,1.0641135059975448
log_lik[79],-0.5452606665,NA,0.01616600783595371,-0.579438325,-0.555287,-0.544613,-0.534458,-0.5155128999999999,NA,1.057674528019144
log_lik[80],-0.5730455935,NA,0.02654290566748632,-0.6365841,-0.5869515000000001,-0.5698274999999999,-0.5549412499999999,-0.5319946,NA,1.0501856589373593
log_lik[81],-0.561839486,NA,0.023184432291312868,-0.6157195,-0.57438575,-0.5590355,-0.546296,-0.5254275749999999,NA,1.049979775755571
log_lik[82],-1.4260157625,NA,0.0978491107644824,-1.61262475,-1.49295,-1.426575,-1.3603100000000001,-1.232917,NA,1.0305228858251216
log_lik[83],-0.5706337025,NA,0.027560940841388385,-0.631788925,-0.58650675,-0.5675795,-0.5513385,-0.5255903749999999,NA,1.0569627793624963
log_lik[84],-1.3120093195,NA,0.1203651852734767,-1.552009,-1.3905575,-1.312025,-1.228755,-1.0890882499999999,NA,1.0381087180403548
log_lik[85],-1.066863206,NA,0.08119374374740326,-1.22451525,-1.1211550000000001,-1.066095,-1.012855,-0.9097072749999999,NA,1.0323272252857645
log_lik[86],-0.549715056,NA,0.01667613800454262,-0.583937075,-0.5597587500000001,-0.548774,-0.538397,-0.52040505,NA,1.0548359698185885
log_lik[87],-0.54450913075,NA,0.015662211119441,-0.5771258,-0.554237,-0.5439145,-0.53410925,-0.5161005,NA,1.0579703631354214
log_lik[88],-1.6705650675000001,NA,0.12911512501377326,-1.9398674999999999,-1.7517200000000002,-1.67035,-1.5829125000000002,-1.4238167499999999,NA,1.0254899893455172
log_lik[89],-1.69201188,NA,0.13751887550804004,-1.9632265,-1.7785374999999999,-1.692,-1.6014599999999999,-1.42541875,NA,1.0330793341240172
log_lik[90],-1.827413305,NA,0.14143500060478675,-2.12057325,-1.9186625,-1.8262749999999999,-1.73094,-1.5611465,NA,1.0164824425892105
log_lik[91],-0.5480898145,NA,0.01762450554668218,-0.586772575,-0.5587664999999999,-0.547052,-0.53607675,-0.5165751,NA,1.0598054896749434
log_lik[92],-0.5426527195,NA,0.014410607573432804,-0.570711,-0.551914,-0.5419205,-0.53334725,-0.515664775,NA,1.058648028435143
log_lik[93],-0.597249782,NA,0.04063714566426151,-0.6937716500000001,-0.6196332499999999,-0.591887,-0.5682754999999999,-0.5334147749999999,NA,1.0494541603649807
log_lik[94],-1.45017847625,NA,0.10010398532214274,-1.64147225,-1.5192775,-1.450405,-1.3833275,-1.2539865,NA,1.0300682296890638
log_lik[95],-1.77478578,NA,0.09884664305985638,-1.975099,-1.833585,-1.7734100000000002,-1.7124325,-1.5858094999999999,NA,1.0427287826586071
log_lik[96],-0.5784899645,NA,0.027808651691433477,-0.643061775,-0.59444025,-0.5748155,-0.559159,-0.5344152750000001,NA,1.0549241972932681
log_lik[97],-1.5004858765,NA,0.15051759546382537,-1.8034685,-1.5980025,-1.4965099999999998,-1.3977325,-1.22277025,NA,1.029585962110803
log_lik[98],-0.55710419625,NA,0.02084421173151945,-0.6021450749999999,-0.5696965,-0.5556350000000001,-0.5425089999999999,-0.52109435,NA,1.0559433401553633
log_lik[99],-1.6341147575,NA,0.11980026970189314,-1.8809282499999997,-1.7127025,-1.6302699999999999,-1.55084,-1.4112985,NA,1.064983761594402
log_lik[100],-1.6449087775,NA,0.13458276042952785,-1.9218790000000001,-1.72983,-1.640225,-1.5546574999999998,-1.39173025,NA,1.0318092977085866
log_lik[101],-0.5437148755,NA,0.015037680945629735,-0.5747445,-0.553351,-0.5431395,-0.53373525,-0.515914875,NA,1.0581294759232271
log_lik[102],-0.5453672925,NA,0.016669440128135374,-0.5802242,-0.5550174999999999,-0.5444875,-0.5344305,-0.515520725,NA,1.0585922401844168
log_lik[103],-1.6558278175,NA,0.12782257369317865,-1.9178802499999998,-1.7382924999999998,-1.653305,-1.5685874999999998,-1.4131802500000001,NA,1.0431659372171762
log_lik[104],-1.382153815,NA,0.115715768507002,-1.6144505,-1.454985,-1.3798149999999998,-1.3021474999999998,-1.1575315,NA,1.0742256733372666
log_lik[105],-0.56681929575,NA,0.023387233850683965,-0.62051755,-0.58055975,-0.5643355,-0.5503727500000001,-0.5280715500000001,NA,1.055225441512832
log_lik[106],-0.54789987625,NA,0.015476743187307112,-0.5806378249999999,-0.5574135,-0.5472615000000001,-0.5376157500000001,-0.518849525,NA,1.059331426216606
log_lik[107],-0.96503933225,NA,0.10188206882092238,-1.16904625,-1.03071,-0.960777,-0.8934035,-0.7783144499999999,NA,1.0444231560625998
log_lik[108],-0.6888694525,NA,0.05314267841306524,-0.801612625,-0.7211129999999999,-0.684631,-0.6511855,-0.5968809,NA,1.0487917921248187
log_lik[109],-1.28352432,NA,0.1185986178949579,-1.5180125,-1.35909,-1.2789899999999998,-1.2014375000000002,-1.06546875,NA,1.0304195422015958
log_lik[110],-2.5359680425,NA,0.1541289516856912,-2.8475157500000003,-2.63748,-2.535275,-2.432835,-2.2368775,NA,1.0172327177850515
log_lik[111],-1.3617412025,NA,0.1251727088870015,-1.6053125,-1.44653,-1.3611849999999999,-1.27359,-1.1290622499999998,NA,1.0422395357731984
log_lik[112],-1.43322864975,NA,0.1972034365260542,-1.83025525,-1.565645,-1.427665,-1.2960874999999998,-1.068866,NA,1.0595040427961169
log_lik[113],-0.54477379025,NA,0.015592338256282463,-0.5771317249999999,-0.55439875,-0.5438160000000001,-0.53456225,-0.5166553500000001,NA,1.0560652799046082
log_lik[114],-1.7371679275,NA,0.15135168335252572,-2.0366579999999996,-1.838685,-1.73271,-1.6315849999999998,-1.45592725,NA,1.0775795070613958
log_lik[115],-0.7019369465,NA,0.06272113923953795,-0.8369939,-0.74090775,-0.6964515,-0.65658275,-0.59651725,NA,1.0424290073303593
log_lik[116],-0.7538820175000001,NA,0.06594711534622887,-0.892292275,-0.7944530000000001,-0.7492730000000001,-0.7073885,-0.64004675,NA,1.0465857831936707
log_lik[117],-0.702757337,NA,0.05760391197886426,-0.828392725,-0.737542,-0.6988735,-0.66217975,-0.60395375,NA,1.0391562856677792
log_lik[118],-0.62519795625,NA,0.04625088323344,-0.72989855,-0.65272525,-0.620854,-0.59184,-0.5491431,NA,1.0533157749707878
log_lik[119],-1.24544225125,NA,0.11427034737943698,-1.4732905,-1.3207174999999998,-1.24673,-1.16486,-1.02770625,NA,1.02140211399497
log_lik[120],-0.90399915125,NA,0.09479116769913386,-1.0951967500000002,-0.967794,-0.902007,-0.84013775,-0.72731605,NA,1.0280948063096287
log_lik[121],-1.294510372,NA,0.1364544399399905,-1.5687007499999999,-1.386535,-1.290555,-1.19966,-1.03868525,NA,1.046573260324253
log_lik[122],-0.93361289925,NA,0.1197810905656665,-1.17884975,-1.0085324999999998,-0.9281269999999999,-0.85430575,-0.7142115,NA,1.0554603144333703
log_lik[123],-2.3392447925,NA,0.1799973845921712,-2.6934484999999997,-2.45791,-2.338175,-2.2173075,-1.98914225,NA,1.0321944698096615
log_lik[124],-1.12286760775,NA,0.13939206995382605,-1.40238825,-1.212655,-1.118295,-1.0303075,-0.8578452,NA,1.0556919573904973
log_lik[125],-0.64273856425,NA,0.04469685828387696,-0.738675675,-0.67079675,-0.639351,-0.610894,-0.565182725,NA,1.0556016368947816
log_lik[126],-0.573315051,NA,0.02937117783719756,-0.6366307,-0.590256,-0.570121,-0.5526212500000001,-0.5249693,NA,1.0536331477850716
log_lik[127],-0.555380099,NA,0.02372895212025557,-0.610699075,-0.5678862499999999,-0.552263,-0.5392542499999999,-0.5182607,NA,1.0571648401027072
log_lik[128],-0.54562719,NA,0.015669676307850076,-0.5782181999999999,-0.5552485,-0.5448770000000001,-0.53521975,-0.5170466250000001,NA,1.0568280073315601
log_lik[129],-0.564731171,NA,0.02870439173080348,-0.632187425,-0.58017275,-0.560276,-0.54492825,-0.520566675,NA,1.0561329938084156
log_lik[130],-0.62200251875,NA,0.051680616963108765,-0.7457223500000001,-0.6516084999999999,-0.614618,-0.5846432500000001,-0.5413186,NA,1.0493175527944696
log_lik[131],-0.572681289,NA,0.030068161609909348,-0.6454707749999999,-0.58798925,-0.5678650000000001,-0.55165625,-0.527540625,NA,1.0526017582503542
log_lik[132],-1.19756890025,NA,0.13573662219175336,-1.47718775,-1.2863175,-1.1912449999999999,-1.1044025,-0.9498755249999997,NA,1.032153328922942
log_lik[133],-1.65087601375,NA,0.14895880780545268,-1.94357525,-1.7518975,-1.6456149999999998,-1.551475,-1.363726,NA,1.0627603657632934
log_lik[134],-0.5827783245,NA,0.03235382610728823,-0.651892375,-0.601742,-0.5792325,-0.5598135,-0.529584425,NA,1.052690071116814
log_lik[135],-0.56609262,NA,0.027362150708660504,-0.6280356,-0.58096225,-0.562891,-0.547253,-0.52218075,NA,1.0549372080709951
log_lik[136],-1.163589216,NA,0.09874741423116697,-1.3574655,-1.2293725000000002,-1.16275,-1.0980675,-0.9718144000000001,NA,1.0566091898164072
log_lik[137],-0.9945567055,NA,0.10267821877349592,-1.201384,-1.0611975,-0.9900899999999999,-0.9234415,-0.8059959999999999,NA,1.0455830151332939
log_lik[138],-0.57186586875,NA,0.030669992297715193,-0.6444978,-0.589341,-0.567662,-0.5497920000000001,-0.524757475,NA,1.0565411630637307
log_lik[139],-1.2048187935,NA,0.12321277253419283,-1.45727025,-1.282605,-1.200505,-1.1221975,-0.9748745,NA,1.050551781853546
log_lik[140],-0.54873829475,NA,0.018604459235106233,-0.59051695,-0.55959375,-0.547249,-0.5358987500000001,-0.5170172,NA,1.057740315312627
log_lik[141],-0.74076389925,NA,0.0658902695292238,-0.88340145,-0.78272375,-0.7363565000000001,-0.69436525,-0.6258755500000001,NA,1.0500153143271613
log_lik[142],-0.54569492925,NA,0.016577493037039488,-0.5816217749999999,-0.5555705,-0.5446960000000001,-0.5345207500000001,-0.5161745750000001,NA,1.0567501872898697
log_lik[143],-1.274592655,NA,0.13640779083432159,-1.55452275,-1.36396,-1.271725,-1.18293,-1.0168137499999998,NA,1.072699236512051
log_lik[144],-0.5807381205,NA,0.030155268467915747,-0.6479676249999999,-0.59933775,-0.577814,-0.559513,-0.5303308499999999,NA,1.0582527064512801
log_lik[145],-1.7894077925,NA,0.15073100235989967,-2.09164425,-1.8907600000000002,-1.78731,-1.686455,-1.5027017500000002,NA,1.0521617830611532
log_lik[146],-1.088141098,NA,0.15549339174020582,-1.41245975,-1.1860825,-1.0816,-0.983551,-0.7984237,NA,1.0796742762521845
log_lik[147],-1.537917118,NA,0.15169320135791883,-1.841508,-1.6389625,-1.53397,-1.4358374999999999,-1.24703925,NA,1.0655129044522402
log_lik[148],-0.5799256385,NA,0.03728267460890934,-0.67000915,-0.5992339999999999,-0.5740765,-0.5533987499999999,-0.525671625,NA,1.0532169831728155
log_lik[149],-1.739670375,NA,0.13586754628108397,-2.0094822499999996,-1.8304925,-1.7384,-1.647135,-1.481719,NA,1.0470503816117023
log_lik[150],-1.12638401575,NA,0.1381232578065486,-1.40152375,-1.2176525,-1.12232,-1.0323924999999998,-0.8646900749999998,NA,1.029338981707255
log_lik[151],-1.0751613014999999,NA,0.1003567909427118,-1.2711837499999998,-1.1408874999999998,-1.074155,-1.007765,-0.87692215,NA,1.07304219414003
log_lik[152],-0.57960704575,NA,0.033572291646449405,-0.656867575,-0.5988417500000001,-0.575397,-0.5552165,-0.5263669499999999,NA,1.054750665724864
log_lik[153],-0.58028532175,NA,0.03159321612256287,-0.6475263,-0.59861175,-0.5768074999999999,-0.55792025,-0.52827075,NA,1.0529323441763665
log_lik[154],-0.57627843675,NA,0.029546762011451226,-0.64154775,-0.59290975,-0.5732470000000001,-0.55543275,-0.5275422750000001,NA,1.0527175184960238
log_lik[155],-1.34788658875,NA,0.15590571944156903,-1.668533,-1.4488775,-1.3445749999999999,-1.23979,-1.052559,NA,1.072524429029106
log_lik[156],-0.57261797825,NA,0.028175029546155854,-0.6345661,-0.5885922499999999,-0.56987,-0.55278925,-0.52570485,NA,1.0534349366896962
log_lik[157],-0.565120537,NA,0.027648165925516527,-0.6300318,-0.58028075,-0.5612805,-0.5455574999999999,-0.5214960000000001,NA,1.0596291447817907
log_lik[158],-1.5562089075,NA,0.18069760501765544,-1.91894375,-1.67627,-1.54871,-1.4347325000000002,-1.2198782499999998,NA,1.0355415389326534
log_lik[159],-0.54991754375,NA,0.01966855823175193,-0.593871975,-0.5611545,-0.5480405,-0.53651625,-0.516844675,NA,1.0583621579330367
log_lik[160],-0.54626428175,NA,0.016268807535465644,-0.5803028749999999,-0.55561,-0.54537,-0.535598,-0.517563025,NA,1.0598486332195498
log_lik[161],-0.5492462075,NA,0.017262344882189445,-0.5871789749999999,-0.5593407499999999,-0.5480590000000001,-0.5378055,-0.519209575,NA,1.058860335032775
log_lik[162],-0.56339705075,NA,0.027072188416345035,-0.626298025,-0.5776667499999999,-0.559837,-0.54406075,-0.521782,NA,1.0586012130037394
