parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
log_lik[437],-0.5815149465556559,5.631470352070586e-4,0.03446972949662897,-0.6585471360462173,-0.6018802662393922,-0.5776276888582641,-0.5573219932110797,-0.5229400797915248,3746.5552931743887,0.9993764616268893
log_lik[438],-1.4192372811716272,0.0019609825459437438,0.10486656598391854,-1.6268265638159614,-1.4882781844130653,-1.4177604083985702,-1.348931535782182,-1.2175143836158113,2859.7405717929846,1.0012563541985855
log_lik[439],-0.5335808018497479,3.0952125108117304e-4,0.019817690249799045,-0.5749692978839388,-0.5466782670214629,-0.5329714741037546,-0.519949921604,-0.49726149873279574,4099.445602861452,1.0007121403583232
log_lik[440],-0.5318222477864066,2.889226483461374e-4,0.019332320450089334,-0.5715088074766186,-0.5446126527676366,-0.5310425584053966,-0.5185476303221548,-0.4951248027204911,4477.182489367791,0.9999181942601322
log_lik[441],-0.5914132948605212,6.550374334184633e-4,0.03679624061522613,-0.6721668363627151,-0.6140323348428869,-0.5868092291700537,-0.5648202724484699,-0.5306624027721993,3155.5470613018406,1.0014987553715826
log_lik[442],-0.5375862699960634,3.319265965745109e-4,0.020768960254222483,-0.5810714775448912,-0.5510416295480208,-0.5362516104729967,-0.5232539349693406,-0.4990036334719553,3915.1229455260072,1.000719862108159
log_lik[443],-0.5324765666516733,3.081530497400991e-4,0.0196618076341344,-0.5724942814690251,-0.5454292656408806,-0.5314791413812167,-0.5189608119451309,-0.49535095510727845,4071.120386932039,0.9998942913542674
log_lik[444],-0.551296662766834,6.188989715529789e-4,0.0295948274257744,-0.620730205584075,-0.5681416676710063,-0.547292796664635,-0.5304682998580151,-0.5035811927152167,2286.6100169231777,1.0008275736946441
log_lik[445],-1.3519973181586362,0.0017856451447676187,0.11067941643148708,-1.5723423056271437,-1.4282220378627524,-1.3485582363978104,-1.2765779072391192,-1.143398080809075,3841.876559238905,0.9995559554314646
log_lik[446],-0.5347082929792463,3.2045578655200905e-4,0.020557904681717698,-0.5779457583143416,-0.5477878867764696,-0.5333472264505662,-0.5205470149298597,-0.49691731805501527,4115.4891386564095,0.999952473488123
log_lik[447],-1.4744244664072992,0.002115521138870538,0.11104236782740115,-1.6950327570402282,-1.5500464652967272,-1.4749135620859322,-1.3998113133797498,-1.2540525646916982,2755.1337658147136,1.0013429226104646
log_lik[448],-0.5340379398877061,3.345557728395073e-4,0.020639799480943286,-0.577113771342351,-0.547523809834535,-0.5332103174190983,-0.5198395349420655,-0.4954721271826143,3806.0447583201417,0.9994180985208149
log_lik[449],-0.5379466821929636,3.999541506412273e-4,0.023514859643200055,-0.5904707461943112,-0.5513275849142398,-0.5360730028336042,-0.5222167996322918,-0.4966614504788482,3456.7212971046692,0.9999881654171876
log_lik[450],-1.0600443177300736,0.0021214014308201454,0.12358210396845037,-1.3123286514030048,-1.143508261598891,-1.0569959888741196,-0.9726111258937002,-0.8327096240073798,3393.6375346268037,1.0003466512128294
log_lik[451],-2.188302885979466,0.003489608681327492,0.19944132122347177,-2.587970788599673,-2.317965980453008,-2.185148248165417,-2.0547257723149395,-1.8047535436483468,3266.4561147740733,1.001264368121561
log_lik[452],-1.3496394206722493,0.0019555012461768806,0.10439290994134175,-1.559678063473238,-1.4177756629555944,-1.3477563468427847,-1.2791558067312536,-1.148857169780835,2849.875010809002,1.0013524769588162
log_lik[453],-0.575692164429659,6.17489452661122e-4,0.03638627194259385,-0.6580520582041244,-0.5970848940904703,-0.571482266750208,-0.549964417329819,-0.5171077742237716,3472.290358266172,0.9995209205040091
log_lik[454],-1.491868213189282,0.0022522698526786155,0.12003456314495944,-1.7295850045257593,-1.5733960190304923,-1.4893219949248608,-1.4114528217206839,-1.2628629155824465,2840.3495166322004,0.9995793102547912
log_lik[455],-0.5302507428227398,2.828774437327321e-4,0.018731637535547283,-0.56837442364622,-0.5426963863273901,-0.5294303640750375,-0.5174526223158762,-0.4941608313909014,4384.851130632003,0.9999408025621173
log_lik[456],-0.5688864097464575,5.325347018102647e-4,0.031644098381044296,-0.6389441263668239,-0.5878612115201576,-0.5656819566925932,-0.5464661773033699,-0.5167190518695908,3530.9342109389963,1.001126455898742
log_lik[457],-1.5098436010477974,0.003785455056083973,0.16073874473194905,-1.8250097736916668,-1.6206322323994375,-1.5075424466567977,-1.3986637563699849,-1.20103223189717,1803.038317778525,0.9999894664901886
log_lik[458],-0.5566392687245072,4.142626454591004e-4,0.026761910543583987,-0.6155703823627423,-0.5730078810765287,-0.5545115072182429,-0.5379559129276011,-0.5091866471295156,4173.3295540186,0.9992443546733071
log_lik[459],-1.206638556339958,0.0022517369948429925,0.13171959108071937,-1.473293474426911,-1.2952569347788803,-1.203423790053471,-1.1117713041360902,-0.9650496927599691,3421.885089330757,1.000171998243786
log_lik[460],-1.5931171443496994,0.0021426154477119587,0.11881017700146411,-1.829070705626401,-1.6751824142795368,-1.5932357948989142,-1.5121268377483383,-1.3655170324667822,3074.813805266529,1.0009271062524259
log_lik[461],-1.7962413485091255,0.002256177160433559,0.13239263926000847,-2.0520571084379005,-1.88980116452869,-1.7917326100722049,-1.7027269743670512,-1.544587477932569,3443.3509040757544,0.9999135996079878
log_lik[462],-0.5569750141749525,5.566304350352203e-4,0.032628384927455255,-0.6342825233249517,-0.5748438579207191,-0.5521173756686328,-0.5342302818401178,-0.5062867722563025,3436.0324524537273,1.001023146717578
log_lik[463],-0.5497765037752012,4.168167605764997e-4,0.025377072076118584,-0.6040409870389676,-0.5650978202542833,-0.5476805919611362,-0.5320873232826168,-0.5063841946038238,3706.7447259441046,1.0010141606365406
log_lik[464],-1.160483454312223,0.0020324584968916077,0.10318908400228359,-1.3621918412680134,-1.2284388144233114,-1.1592065438680497,-1.0898610102427555,-0.9620953872392939,2577.6511585062135,0.9999160001319243
log_lik[465],-1.6590343780824814,0.0040384882639007405,0.15915200230405674,-1.9803348599655348,-1.7644668671433594,-1.6578008889285738,-1.549545800874616,-1.3592007971815658,1553.054025060141,1.0008382750514806
log_lik[466],-0.5396567532114928,3.5807492563974454e-4,0.022342764395187745,-0.5860738830292747,-0.5532179482824773,-0.5380825343658804,-0.5243262792316206,-0.49909741210996894,3893.3728046345,0.9998564914723859
log_lik[467],-0.5327404709085161,2.9189600694268133e-4,0.019683564998547246,-0.5733151760326645,-0.5455827096740966,-0.532004527640555,-0.5195668292395974,-0.4951728825617697,4547.274895926893,0.9998115573136966
log_lik[468],-0.5334319595538929,3.002360902884567e-4,0.019960943825916313,-0.5743794743133638,-0.5463856430957472,-0.5326155031669487,-0.519445669384962,-0.49700511108251333,4420.143336660607,0.9997818421768947
log_lik[469],-0.5587268440470153,4.2374845166939383e-4,0.02735433574981754,-0.6191437235572487,-0.5754799965436707,-0.5565892003580545,-0.5397264389384154,-0.5101565213564392,4167.120870537332,0.9992363130848915
log_lik[470],-0.5464138642758248,3.949289687084315e-4,0.024248183424678372,-0.5977811177959758,-0.5613517860066363,-0.5447545563939101,-0.5296195835753372,-0.5040585335108377,3769.8184437374607,1.0009665842772077
log_lik[471],-0.5416070430612284,3.3910167364237893e-4,0.022400263130294452,-0.5881586880019436,-0.5556810667046059,-0.540944436143792,-0.5258792037713642,-0.5004152009668139,4363.61447093304,0.99929251167609
log_lik[472],-1.0714431990984579,0.0011871547397975908,0.07812826305698473,-1.2236398576288718,-1.1223174830874596,-1.071185391867084,-1.0198158268990865,-0.9163498040524793,4331.134561825662,0.9994011471122571
log_lik[473],-1.2314325683412084,0.001419091733805027,0.09305836032417683,-1.4167696998958805,-1.2939398363834231,-1.2323517295259752,-1.166617245183261,-1.0513707380612254,4300.211848843192,1.000841657308431
log_lik[474],-0.5988199378098996,3.9917128240957915e-4,0.028928363345089882,-0.6601849633599322,-0.616655552789598,-0.5969591963314457,-0.5788316858887573,-0.5461509281949756,5252.053588835482,0.9996572466690132
log_lik[475],-0.5315282523921211,2.860392014927131e-4,0.019135249695650825,-0.5691458833258618,-0.544579767095669,-0.5309291935928429,-0.5184087268078318,-0.4954414697473589,4475.248476759013,1.0003354036595296
log_lik[476],-1.622019880893352,0.0037284358311712295,0.15440442715071928,-1.929625393526405,-1.7259280515536557,-1.619994132473709,-1.516859202430708,-1.3263150117558569,1715.0080026968706,1.0006650436385982
log_lik[477],-0.5304691117921938,2.808464637029452e-4,0.018616247568713693,-0.5679672702036156,-0.5427740543380966,-0.5301184341306342,-0.5177367229063994,-0.494730716139502,4393.86158798846,0.999890354726318
log_lik[478],-0.6253190924011517,5.682057521851163e-4,0.03779211081204322,-0.7069509356147926,-0.6483051159072932,-0.6226331659756211,-0.5991653475066129,-0.5607004686628627,4423.754799137462,0.9999714138835041
log_lik[479],-0.5517173297830503,3.1491085031240974e-4,0.02199987507793975,-0.5982147130947615,-0.5658242751665107,-0.5502612177809181,-0.5368221814234883,-0.5107886918630505,4880.509701011027,0.9995294471029258
log_lik[480],-1.17669966561708,0.0031928013443761048,0.13356048557818012,-1.4376216762889618,-1.2640877677527596,-1.1751656786330709,-1.0855672234520597,-0.9191487361399137,1749.8957781736142,1.000724770646578
log_lik[481],-0.5408448059793186,3.049911206091428e-4,0.020998663930549086,-0.5833998009451956,-0.5540144392960775,-0.5398221511432522,-0.526566846992987,-0.5024471183027538,4740.3339121067875,0.9996248554158598
log_lik[482],-1.5455124324822742,0.0013925601651703472,0.10289875655311884,-1.75042340012943,-1.6123633566100257,-1.5434258338623694,-1.4749294435844371,-1.3512916463161955,5459.995914765942,0.9994296785548668
log_lik[483],-1.5905981538626925,0.001407835060699479,0.10286194357934172,-1.800905539528244,-1.6590273056866045,-1.5894359645828326,-1.5197108940169928,-1.395033556033379,5338.335921162993,0.9993241671475651
log_lik[484],-1.0546545311871014,0.0010492559284952267,0.07514499319931625,-1.2037696604849732,-1.1056126601580516,-1.0533998066964432,-1.0044829329138139,-0.9089279985272416,5129.0535752821415,0.9996592336427186
log_lik[485],-1.1261422025542245,0.0013698223201593506,0.08601142930871386,-1.2975834880340613,-1.184716289754962,-1.1259328246480669,-1.0685263707788017,-0.9580703336648247,3942.610303454761,1.0000516635903214
log_lik[486],-0.5674720375852242,3.915862653045243e-4,0.0254681135276514,-0.619582037139268,-0.584047588612997,-0.5661600043660452,-0.5498264109146815,-0.5209421586873719,4229.9833000077515,0.9995759159015591
log_lik[487],-0.5406669990767101,3.875368555531131e-4,0.024060672346829813,-0.5948540332408957,-0.5548796397230047,-0.5390480491909407,-0.5241848605269505,-0.49812815174928865,3854.690343015571,0.9995364823192271
log_lik[488],-0.6398656231464638,5.656922770554125e-4,0.03728945512521199,-0.7177136900268526,-0.6636656399798136,-0.6376288369349864,-0.6141762268695337,-0.5727307806521874,4345.218056292997,0.9994785906739833
log_lik[489],-0.5289505433876787,2.7811883216097034e-4,0.0183725554268036,-0.5652572809125757,-0.5411107572961961,-0.5284728940457719,-0.5165540400410276,-0.49373614526722837,4363.935654013695,0.9998384718739907
log_lik[490],-0.9687890438639336,0.0014444765790524968,0.10789896695903384,-1.1881557840011385,-1.0417157493246818,-0.9658784192072629,-0.8935741602242874,-0.7631328347224737,5579.734884398602,1.000135566988194
log_lik[491],-1.32787837517701,0.0015436820471962868,0.11277839785824854,-1.5510507883234608,-1.4051930269276867,-1.3260514397258363,-1.2497427747877663,-1.117684210099651,5337.478449265609,0.9997958065370428
log_lik[492],-1.1442679637969295,0.001317798416659498,0.07869128089355552,-1.3057376123805577,-1.1956940930427056,-1.1416570370610932,-1.0899730749821708,-0.9945396087043308,3565.7859246538833,0.999780725427421
log_lik[493],-1.3828307158956434,0.0016413211487547844,0.10150227310945781,-1.589395821104633,-1.4496420929949374,-1.3792781973447843,-1.313644395309848,-1.1907480125423897,3824.4096508977314,1.000499799724191
log_lik[494],-2.0047441092645353,0.0018019910244323996,0.1117843102473505,-2.236264966740559,-2.0796866088500257,-2.0004711153482164,-1.9266736543445222,-1.7938145431119754,3848.1895495916574,0.9998389256372315
log_lik[495],-0.5669409524494436,3.383571687435057e-4,0.02411307977998753,-0.6176103864852984,-0.5817660459034038,-0.5657523062066787,-0.5507362212170721,-0.522392388841445,5078.723877505899,0.9995324528211784
log_lik[496],-0.5621350488191413,3.541472614048231e-4,0.025528001521003957,-0.6164536029266241,-0.5784320337527988,-0.5609794417402613,-0.5445133178511125,-0.515201768938554,5195.9607115591125,0.9993798812399497
log_lik[497],-1.0315310268828861,0.0013149033684420597,0.07980716379252066,-1.1957528060654907,-1.0842275747937902,-1.030327687937298,-0.9767123274167548,-0.8808399364553081,3683.8002937090064,0.9997155928826487
log_lik[498],-0.5441293031245559,3.5154682503253177e-4,0.023330963307233905,-0.5940186352582728,-0.5587249145187909,-0.5426673526099399,-0.5277820850083266,-0.5026736590475261,4404.5240056281655,0.999956831137071
log_lik[499],-1.4862973285946572,0.0019142951501918582,0.1202567411173444,-1.7238445647509826,-1.5671901764656289,-1.4832059067537386,-1.4037312265233277,-1.2588644213714784,3946.3996412615065,1.0003457266157327
log_lik[500],-0.5307044541485981,0.00028532714447407023,0.018839890849090303,-0.5686407268420721,-0.5433660884591449,-0.5302085124085688,-0.517698516394655,-0.49526048487070545,4359.8403315116475,0.9997525587578959
log_lik[501],-1.2722036626548794,0.0014980846750308591,0.10381049603240619,-1.4783506102237312,-1.3432990288577147,-1.2687824214185222,-1.199475921700075,-1.080211780740381,4801.863492506725,0.9996193522424747
log_lik[502],-0.5425833548475906,3.236166555116576e-4,0.021724898784781187,-0.5893133565870569,-0.5568423416362327,-0.5416613190548623,-0.5275155226204666,-0.5024611305261568,4506.649608311416,0.9992362419668538
log_lik[503],-0.5432603151117246,3.1813641977223195e-4,0.022695924642557225,-0.5910494971149495,-0.5576379585426584,-0.5419684062393018,-0.5281768603868793,-0.5021843845971958,5089.428095617679,0.9995438747780968
log_lik[504],-1.5650438029245177,0.0018840050132008003,0.1193747335421853,-1.7996157507917292,-1.6456128995726074,-1.5655744072383726,-1.4815372563814089,-1.337868575346858,4014.770480376101,1.0011232964123542
log_lik[505],-0.6217822997778226,5.216367096295116e-4,0.034351049776478654,-0.6938574260720406,-0.6437979984017316,-0.6200475905220304,-0.5981761367851959,-0.5595435217703384,4336.543766544633,0.9993600520373667
log_lik[506],-0.5485598967619758,3.264335842494013e-4,0.02286567972785635,-0.5961914757306345,-0.563113274464905,-0.5472284621855245,-0.532908282400933,-0.5075343535501372,4906.576394642495,0.9995751042109811
log_lik[507],-0.5316206839295119,2.900058137867639e-4,0.019119546740781816,-0.5702069979169192,-0.5442987151154772,-0.5310121890728912,-0.518434983861617,-0.4957121638258828,4346.520939041652,0.9997690675004625
log_lik[508],-1.1173179200778063,0.001238599414546676,0.091159598696505,-1.2982199695655245,-1.1766900284886916,-1.1154445831534159,-1.0550739526249286,-0.9438591390903293,5416.803339408397,0.9994321462361414
log_lik[509],-1.3114286177529417,0.001376633561967061,0.08183389301106236,-1.4739993108869611,-1.3680432933106619,-1.3090776878952461,-1.2558918309753726,-1.1563323784389283,3533.700331795359,1.0002914090291146
log_lik[510],-0.5543231932181762,3.595522743283138e-4,0.024900530935359325,-0.6072049458606097,-0.5704599412478607,-0.5528259571708193,-0.5374008053237171,-0.5104256663880409,4796.154163595363,0.9992514035838111
log_lik[511],-0.5313450694824395,2.8737901936106927e-4,0.018882027075717317,-0.5687391091669556,-0.5438726692836855,-0.530863761005629,-0.5187636776717701,-0.49440181311652004,4317.05036245077,1.0000054750684433
log_lik[512],-0.5335929324270887,3.081356893662409e-4,0.02025995395586133,-0.5763720313581975,-0.5468588827699356,-0.5324493572419604,-0.5197964728125346,-0.495435678101046,4323.076318514453,1.0001492040258055
log_lik[513],-0.5771426334285399,3.8889109939491037e-4,0.027054674209708644,-0.6358464256160903,-0.5936307345472981,-0.5754069458464202,-0.5585940798400879,-0.528495396719308,4839.813315972058,0.9999257996677458
log_lik[514],-0.5338341978761423,3.0612586918652443e-4,0.020008642154309978,-0.5750827372991844,-0.5467699081314895,-0.5329902737800998,-0.5197930405832217,-0.4971823874639345,4272.038636250979,0.9993949249479696
log_lik[515],-1.9429301459806603,0.004003073824688082,0.16389871937054679,-2.2748093791776838,-2.0503820925703624,-1.9390055352859616,-1.8327470046941992,-1.6340592722574006,1676.346999884934,1.000397333112858
log_lik[516],-0.547601371718281,3.6035093976174136e-4,0.024486439901787706,-0.60046266240553825,-0.5624050378181272,-0.545667711762015,-0.5308756990290396,-0.5049118791581121,4617.426347730563,0.9993385481750426
log_lik[517],-0.5327265772648797,2.997012615947926e-4,0.019466387323236342,-0.573210965942609,-0.545184320249237,-0.5318720323380315,-0.5194263051431959,-0.4962407118531111,4218.845083780616,0.9992591482069237
log_lik[518],-1.2574828086714174,0.001430670967882149,0.09745370374152848,-1.4534572608014533,-1.3205706731079636,-1.2542090300851574,-1.1898268893025759,-1.0756942672444496,4639.991338679047,0.999517297190943
log_lik[519],-1.6903962893949767,0.001342691763226078,0.09862929241699318,-1.8912060286571148,-1.7548770010992392,-1.6891731853864287,-1.6218311072341984,-1.5033199977081102,5395.841517154594,0.9993536401475605
log_lik[520],-0.5349712747342069,2.95912024385963e-4,0.020241811784991227,-0.5760267663401654,-0.5482291517789181,-0.5341473077666161,-0.5214550830472733,-0.4962504547080649,4679.220795953541,0.9996216887634899
log_lik[521],-1.0246798092506852,0.0010647854083087184,0.07576771772182427,-1.1754332407327737,-1.075883159784018,-1.0227466436110646,-0.9744195691418291,-0.8780717666422918,5063.423224337473,0.999711271113671
log_lik[522],-0.9533989420450001,0.0011984787036646198,0.07827058196256512,-1.1109293999875132,-1.0041161592742085,-0.9526070351798693,-0.901160898597553,-0.8017862936849008,4265.171350416321,0.999538341497245
log_lik[523],-0.6051236940879449,6.549895536525634e-4,0.042857071681955204,-0.7010626184659575,-0.6317326360914748,-0.6000626599195027,-0.5737903093672038,-0.5353265290297861,4281.305707439162,1.0005696069778982
log_lik[524],-1.9063929136433062,0.0018195109563524973,0.12087493408852146,-2.1510908746515596,-1.9867598048160386,-1.9037635834131388,-1.8241475850570934,-1.6800831517019617,4413.296953453772,0.9996708029702005
log_lik[525],-1.5286174126746963,0.0013672992176438298,0.10281806704235089,-1.7322785627001196,-1.59860441291948,-1.526013579482334,-1.458185496051057,-1.3335158807596044,5654.728256645283,0.9992062214884372
log_lik[526],-0.5369311239095984,3.0153154830960384e-4,0.020796908037215598,-0.5792753557446133,-0.5504352942238552,-0.5360098941152462,-0.5232214524341456,-0.49748677686669857,4756.9876872885725,0.9995669698305695
log_lik[527],-1.4647449448800949,0.001508909697082246,0.11126131367832343,-1.695593952688354,-1.5364458174810143,-1.461215755815914,-1.3871729855419623,-1.2572403426192467,5437.031732386492,0.9993875836632766
log_lik[528],-1.5500425970483236,0.0017987289757640476,0.12194081421407303,-1.8047992315513857,-1.628311568168478,-1.5473519807506233,-1.468303807082277,-1.32387282396353,4595.8592472612145,1.0004658942518345
log_lik[529],-0.5361162391092291,2.9667853563123645e-4,0.019989868666043457,-0.576285208081517,-0.5491389358554088,-0.5354243998959645,-0.5224100885210852,-0.4990262880807736,4539.914022011016,0.9995053421911643
log_lik[530],-0.5426888246666026,3.266849580426132e-4,0.02312117094168377,-0.591844517100925,-0.5572963436961272,-0.5413265037857151,-0.5272394853079084,-0.4996997988100276,5009.119272269033,0.9996888230971485
log_lik[531],-0.5593980333411153,3.770085705825515e-4,0.027884282202093953,-0.6192929099424109,-0.5764944166340273,-0.5576865905258663,-0.5399276959313508,-0.5098124769515269,5470.367362121383,0.9995103928920626
log_lik[532],-0.5456950416506862,3.570959670175866e-4,0.023001210244740316,-0.5924401139646818,-0.5606818418737284,-0.5446039739832843,-0.5295582085746166,-0.5018238632918147,4148.885836578181,1.000444088333255
log_lik[533],-1.2421968703727682,0.001380771774614364,0.1013534501921421,-1.4448268506809774,-1.3106063392773044,-1.2384448025759416,-1.1742246137090453,-1.0472796711731618,5388.070541160006,0.9997263934955399
log_lik[534],-0.5719131987290491,3.7864598138715263e-4,0.02766746354267782,-0.631415066866391,-0.5891174556519563,-0.5703428567973444,-0.552563976591717,-0.5210860152266206,5339.148358890197,0.9993801342902129
log_lik[535],-0.5317081958958003,2.82056409364547e-4,0.01894254364682668,-0.5699182120700413,-0.5442005768299361,-0.5310873734519161,-0.5190098606279157,-0.4956251916828061,4510.291874881922,0.9997265221438896
log_lik[536],-1.6710767872819232,0.0017309921095302165,0.09648203293129377,-1.8647680473989166,-1.73729256831872,-1.6683344349586657,-1.6026534120071088,-1.4897046823354356,3106.724304630908,1.0004435955048716
log_lik[537],-1.775771285564845,0.0019196192467573776,0.12449149376269851,-2.0325955395968043,-1.857034975146896,-1.7724626735399553,-1.6895997630238004,-1.5472267900537804,4205.8053075447615,1.000604990461189
log_lik[538],-0.5359864456108445,3.2239629238006837e-4,0.020723788417797404,-0.5794092050772666,-0.5492975776945038,-0.5347514108977833,-0.5217828994455213,-0.4979767832960306,4131.980106393062,1.0010235989299108
log_lik[539],-1.693560396968179,0.001426361353111517,0.09582263894730965,-1.8880563127316978,-1.758511631052348,-1.6896640554538427,-1.6277469464604069,-1.5107531426913927,4513.122562473891,1.0003123174765693
log_lik[540],-0.5553869108303047,6.908582636115606e-4,0.03051917742536221,-0.6249231945972988,-0.5726759950810776,-0.5517136468337174,-0.5343238680115645,-0.5055906878023656,1951.4963108623012,1.0003568406531527
log_lik[541],-1.5397791731325061,0.001464823106033356,0.10312130346641393,-1.7431656122373675,-1.608195364016126,-1.5408641852304505,-1.4688717039934176,-1.3463452605409503,4955.9443842789005,0.9995744969584439
log_lik[542],-1.37943244276603,0.0014037335222593663,0.10442176993028955,-1.5874043657209582,-1.4500013902846711,-1.3790604469749703,-1.3071173076663962,-1.1794355006643287,5533.663644233392,0.9992843659788032
log_lik[543],-0.6096119822245466,5.801401258198062e-4,0.04174699252355081,-0.700391834824288,-0.6352633106558145,-0.6057953286556342,-0.5794904164414293,-0.5398249951082077,5178.268657792645,1.0000044337302223
log_lik[544],-0.5344443102537845,3.0239854030936756e-4,0.020384884155830486,-0.5774056785389852,-0.5475740772076919,-0.533372105850623,-0.5205118580682808,-0.49609808813276385,4544.196622661059,0.9999145627965922
log_lik[545],-1.5008677425145145,0.001505234511619521,0.10908317978456067,-1.713528633153226,-1.5745403785248722,-1.4995919717874022,-1.4266832119463297,-1.2894507359171183,5251.788695759646,0.9995616062683002
log_lik[546],-0.532013775276223,2.875263891833685e-4,0.019089410440653817,-0.5698874937161061,-0.5447031459841891,-0.5314019278397024,-0.5189568808321032,-0.4961679792295862,4407.878457131117,0.9995238495601888
log_lik[547],-0.5848784611643044,4.748339007650177e-4,0.03567546705954469,-0.6625182718185212,-0.6064787561714419,-0.5816075467568935,-0.5592411205098733,-0.5239239056875705,5644.895407637511,0.9994045056064836
log_lik[548],-1.4594348150485748,0.0015352333796428243,0.10203645770546617,-1.6604790703924655,-1.527123942623165,-1.4598473972559942,-1.388391508424076,-1.2616168141151405,4417.3512871208095,0.999375922004504
log_lik[549],-1.5686553782893145,0.0019238584631400117,0.13115658523982482,-1.830800144409893,-1.655585804213535,-1.5645033988856367,-1.4767001214592823,-1.3245449355537127,4647.655889856075,1.0002655416421202
log_lik[550],-1.590095367685325,0.003678726474393089,0.14505243251402125,-1.8885466471251604,-1.6863590722792414,-1.5817377700421051,-1.4932234365724266,-1.31329058439095,1554.730208363159,1.0007165802247104
log_lik[551],-1.5056117446658919,0.0016747123522136028,0.09158200059649589,-1.691236137640268,-1.5672199155864521,-1.5037203674620088,-1.4432175461591041,-1.3297969207552045,2990.4724491459415,1.0011118357587308
log_lik[552],-0.5676903793515145,3.803740350605883e-4,0.025814121116932914,-0.6246902457724877,-0.5837585416647189,-0.5659832385125483,-0.5495078287517139,-0.5221010401776266,4605.671509025745,0.9998743599942436
log_lik[553],-1.4646163653482924,0.0015695454377125273,0.10351417714733138,-1.6726186251241253,-1.532190611612765,-1.4609905337492521,-1.3919220157577024,-1.2705835846341875,4349.625665839351,0.9996765595975432
log_lik[554],-0.5423443636946523,3.1995587236575984e-4,0.022090851009835936,-0.5889854647190977,-0.5568033067414009,-0.5418264760631492,-0.5267949231184786,-0.5006002039743952,4766.995283591778,0.9999371421410759
log_lik[555],-1.2833549731847325,0.0014971334541905219,0.10372908448908925,-1.4907131567093543,-1.3538976326904213,-1.2799739730544162,-1.2101919162749883,-1.0913750580180224,4800.429099184513,0.9996198317783591
log_lik[556],-0.5302270812769896,2.803410244166883e-4,0.018684912891126768,-0.5670192151231126,-0.5426879519615463,-0.5296218052346697,-0.5176031106957059,-0.4946595844399609,4442.309807356408,1.000050381822044
log_lik[557],-0.5379311957747198,2.93974887572488e-4,0.020006973754620995,-0.5791899790875217,-0.5509590945199683,-0.5370533275472573,-0.5244555134726562,-0.5001289192611305,4631.720444937332,0.9996139477768087
log_lik[558],-0.5590635595463715,4.29060635927849e-4,0.0272031967465485,-0.6163708519980791,-0.5760448801745981,-0.5572060142671328,-0.5404799930575224,-0.510095410380839,4019.7823678277123,1.00068187277003
log_lik[559],-0.5361162391092291,2.9667853563123645e-4,0.019989868666043457,-0.576285208081517,-0.5491389358554088,-0.5354243998959645,-0.5224100885210852,-0.4990262880807736,4539.914022011016,0.9995053421911643
log_lik[560],-1.1548446246089261,0.0013201491765258498,0.0787342644696513,-1.3164957957350445,-1.2056792269580514,-1.1524124567735303,-1.1004854032271556,-1.006378491283883,3556.9808831310243,0.9997887587784458
log_lik[561],-1.533512628838074,0.0018738473663009634,0.10632895155415646,-1.7454605369159302,-1.6056923198764075,-1.5312636474219083,-1.458649872122821,-1.3325379601352496,3219.842569181416,1.0006615605344968
log_lik[562],-0.5417678842791357,3.42334440795753e-4,0.022693929903377347,-0.5900521219107173,-0.5562829241298777,-0.540134566026457,-0.5259768868865009,-0.4997057887438692,4394.588657946289,1.000491099857696
log_lik[563],-0.5470317655709681,3.5851965158586796e-4,0.023505567092174422,-0.5965567304311511,-0.561909371170605,-0.5452354316169792,-0.530775708257859,-0.5050133986529912,4298.486185779031,0.9997655602301313
log_lik[564],-1.0424987388822344,0.001483346949371422,0.11115617133805299,-1.2604443952591333,-1.1165677044031668,-1.0430072819923812,-0.9647319296128053,-0.8299688111714508,5615.412617406744,1.0004597651629437
log_lik[565],-0.560360105106491,3.888981722070581e-4,0.026084433925656646,-0.6154103321734694,-0.5769403284596595,-0.5589165815584574,-0.5424662586005111,-0.5129479996108386,4498.74139060975,0.9992127869337759
log_lik[566],-1.5947563874607498,0.0016059083810252243,0.12203297357867018,-1.8434077057532843,-1.6759450324019596,-1.591440390651408,-1.5101600792260534,-1.3648652415602889,5774.479693488363,0.9999995641617885
log_lik[567],-1.8550204965596846,0.0015248744328913344,0.10165056296454517,-2.0518306090008593,-1.921592253334069,-1.8538322539511343,-1.786862155902711,-1.6582502691303218,4443.768343532677,1.0011792359146674
log_lik[568],-1.4714831500915497,0.0014618616713659113,0.09359267677597577,-1.657720018538931,-1.5338536324131478,-1.469296452068165,-1.4080377653386333,-1.2945012660240431,4098.936382170571,1.0004703056660915
log_lik[569],-1.4746382492285288,0.0016682447246154713,0.10466978534628177,-1.6829076037204458,-1.5460002722998842,-1.47301764510524,-1.4019943540480728,-1.2783386613679677,3936.6168466281765,1.0000894594429075
log_lik[570],-0.926241402116856,0.001372942441842682,0.10626641779564033,-1.1444889723708425,-0.9961671521044613,-0.9236378936559142,-0.852929202305721,-0.7267435783170471,5990.835858466251,1.0001865876417362
log_lik[571],-0.5738077031224875,3.967274797561865e-4,0.026120731501252492,-0.6288386832649608,-0.59048710193796206,-0.5727612092228217,-0.5558817863927628,-0.5265784700371141,4334.97006954993,0.9991665087249161
